Name,Released year,Genre,Director,Runtime,Score,Status,Language,Budget,Revenue
Love Actually,2003,"['Comedy', 'Romance', 'Drama']",Richard Curtis,2h 15m,71.0,Released,English,"$40,000,000.00","$248,500,000.00"
The Hangover Part III,2013,['Comedy'],Todd Phillips,1h 40m,62.0,Released,English,"$103,000,000.00","$362,000,072.00"
Scooby-Doo! and the Loch Ness Monster,2004,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Mystery']",Joe Sichta,1h 14m,74.0,Released,English,-,-
Indiana Jones and the Last Crusade,1989,"['Adventure', 'Action']",George Lucas,2h 7m,79.0,Released,English,"$48,000,000.00","$474,171,806.00"
The Hobbit: The Desolation of Smaug,2013,"['Fantasy', 'Adventure', 'Action']",Peter Jackson,2h 41m,76.0,Released,English,"$250,000,000.00","$958,400,000.00"
Saving Private Ryan,1998,"['Drama', 'History', 'War']",Steven Spielberg,2h 49m,82.0,Released,English,"$70,000,000.00","$481,840,909.00"
The Whale,2022,['Drama'],Darren Aronofsky,1h 57m,79.0,Released,English,"$3,000,000.00","$55,101,305.00"
Sicario: Day of the Soldado,2018,"['Action', 'Crime', 'Thriller']",Stefano Sollima,2h 2m,69.0,Released,English,"$35,000,000.00","$75,836,683.00"
The Locksmith,2023,"['Mystery', 'Thriller', 'Action', 'Crime', 'Drama']",Nicolas Harvard,1h 31m,59.0,Released,English,-,-
Raya and the Last Dragon,2021,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",Don Hall,1h 47m,79.0,Released,English,"$100,000,000.00","$130,423,032.00"
The Other Me,2023,"['Drama', 'Mystery', 'Thriller']",Giga Agladze,1h 39m,50.0,Released,English,-,-
The Conjuring,2013,"['Horror', 'Thriller']",James Wan,1h 52m,75.0,Released,English,"$13,000,000.00","$320,406,242.00"
The Boss Baby: Family Business,2021,"['Animation', 'Comedy', 'Adventure', 'Family']",Michael McCullers,1h 47m,74.0,Released,English,"$82,000,000.00","$146,745,280.00"
Resurrected,2023,"['Horror', 'Science Fiction']",Egor Baranov,1h 30m,67.0,Released,English,-,-
Toy Story 3,2010,"['Animation', 'Family', 'Comedy']",Lee Unkrich,1h 43m,78.0,Released,English,"$200,000,000.00","$1,066,969,703.00"
Diary of a Wimpy Kid Christmas: Cabin Fever,2023,"['Animation', 'Comedy', 'Family']",Luke Cormican,1h 4m,64.0,Released,English,-,-
Independence Day: Resurgence,2016,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,2h,53.0,Released,English,"$165,000,000.00","$389,681,935.00"
Trolls,2016,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",Thomas Dam,1h 32m,67.0,Released,English,"$125,000,000.00","$346,900,000.00"
The Mother,2023,"['Action', 'Thriller']",Niki Caro,1h 55m,67.0,Released,English,-,-
Die Hard,1988,"['Action', 'Thriller']",John McTiernan,2h 12m,78.0,Released,English,"$28,000,000.00","$140,767,956.00"
Thor,2011,"['Adventure', 'Fantasy', 'Action']",Kenneth Branagh,1h 55m,68.0,Released,English,"$150,000,000.00","$449,326,618.00"
The Ice Age Adventures of Buck Wild,2022,"['Animation', 'Comedy', 'Adventure', 'Family']",Jim Hecht,1h 22m,67.0,Released,English,-,-
Luca,2021,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",Enrico Casarosa,1h 35m,79.0,Released,English,"$200,000,000.00","$49,750,471.00"
Hacker,2019,"['Action', 'Family']",Poul Berg,1h 36m,67.0,Released,Danish,-,-
Meet the Robinsons,2007,"['Animation', 'Comedy', 'Family']",Stephen J. Anderson,1h 35m,69.0,Released,English,"$150,000,000.00","$169,332,978.00"
10 Cloverfield Lane,2016,"['Thriller', 'Science Fiction', 'Drama', 'Horror']",Josh Campbell,1h 44m,70.0,Released,English,"$15,000,000.00","$110,216,998.00"
The Stairs,2021,"['Horror', 'Science Fiction']",Peter 'Drago' Tiemann,1h 32m,40.0,Released,English,-,-
The Terminator,1984,"['Action', 'Thriller', 'Science Fiction']",James Cameron,1h 48m,76.0,Released,English,"$6,400,000.00","$78,371,200.00"
Ford v Ferrari,2019,"['Drama', 'Action', 'History']",James Mangold,2h 33m,80.0,Released,English,"$97,600,000.00","$225,508,210.00"
Back to the Future,1985,"['Adventure', 'Comedy', 'Science Fiction']",Robert Zemeckis,1h 56m,83.0,Released,English,"$19,000,000.00","$381,109,762.00"
All Quiet on the Western Front,2022,"['Drama', 'War']",Edward Berger,2h 27m,77.0,Released,German,"$20,000,000.00",-
Princess Mononoke,1997,"['Adventure', 'Fantasy', 'Animation']",Hayao Miyazaki,2h 14m,83.0,Released,Japanese,"$23,500,000.00","$169,000,000.00"
King Kong,2005,"['Adventure', 'Drama', 'Action']",Peter Jackson,3h 7m,69.0,Released,English,"$207,000,000.00","$562,363,449.00"
Guardians of the Galaxy Vol. 2,2017,"['Science Fiction', 'Adventure', 'Action']",James Gunn,2h 17m,76.0,Released,English,"$200,000,000.00","$863,756,051.00"
Galaxy Games,2022,['Fantasy'],Ben Carland,1h 23m,40.0,Released,English,-,-
War for the Planet of the Apes,2017,"['Drama', 'Science Fiction', 'War']",Matt Reeves,2h 20m,72.0,Released,English,"$150,000,000.00","$490,719,763.00"
13 Hours: The Secret Soldiers of Benghazi,2016,"['War', 'Action', 'History', 'Drama']",Michael Bay,2h 24m,73.0,Released,English,"$50,000,000.00","$69,411,370.00"
Finnick,2022,"['Comedy', 'Adventure', 'Animation']",Denis Chernov,1h 25m,71.0,Released,Russian,-,"$7,523,353.00"
Venom,2018,"['Science Fiction', 'Action']",Todd McFarlane,1h 52m,68.0,Released,English,"$116,000,000.00","$856,085,151.00"
Indiana Jones and the Kingdom of the Crystal Skull,2008,"['Adventure', 'Action']",George Lucas,2h 2m,60.0,Released,English,"$185,000,000.00","$786,636,033.00"
Red Notice,2021,"['Action', 'Comedy', 'Crime']",Rawson Marshall Thurber,1h 58m,68.0,Released,English,"$160,000,000.00","$178,143.00"
Corpse Bride,2005,"['Romance', 'Fantasy', 'Animation']",Tim Burton,1h 17m,75.0,Released,English,"$40,000,000.00","$118,100,000.00"
Gridman Universe,2023,"['Animation', 'Action', 'Science Fiction']",Akira Amemiya,1h 58m,86.0,Released,Japanese,-,-
It Chapter Two,2019,"['Horror', 'Fantasy']",Andy Muschietti,2h 49m,68.0,Released,English,"$79,000,000.00","$473,100,000.00"
The Mummy,1999,"['Adventure', 'Action', 'Fantasy']",Stephen Sommers,2h 4m,69.0,Released,English,"$80,000,000.00","$415,885,488.00"
Three Steps Above Heaven,2010,"['Romance', 'Drama']",Fernando González Molina,2h 2m,77.0,Released,Spanish; Castilian,-,-
Human Resources,2021,"['Mystery', 'Horror']",Braden Swope,1h 48m,55.0,Released,English,-,-
Inglourious Basterds,2009,"['Drama', 'Thriller', 'War']",Quentin Tarantino,2h 33m,82.0,Released,English,"$70,000,000.00","$321,457,747.00"
Lonely Castle in the Mirror,2022,"['Animation', 'Drama', 'Mystery', 'Fantasy']",Keiichi Hara,1h 56m,68.0,Released,Japanese,-,-
How to Train Your Dragon 2,2014,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Dean DeBlois,1h 42m,77.0,Released,English,"$145,000,000.00","$621,537,519.00"
Control Zeta,2023,"['Action', 'Science Fiction', 'Crime']",Axel Gaibisso,1h 45m,15.0,Released,Spanish; Castilian,-,-
The Chronicles of Narnia: Prince Caspian,2008,"['Adventure', 'Family', 'Fantasy']",Andrew Adamson,2h 30m,66.0,Released,English,"$225,000,000.00","$419,665,568.00"
Operation Fortune: Ruse de Guerre,2023,"['Action', 'Thriller', 'Comedy']",Guy Ritchie,1h 54m,66.0,Released,English,"$50,000,000.00","$37,800,000.00"
Journey 2: The Mysterious Island,2012,"['Adventure', 'Action', 'Science Fiction']",Mark Gunn,1h 34m,61.0,Released,English,"$79,000,000.00","$355,692,760.00"
Batman v Superman: Dawn of Justice,2016,"['Action', 'Adventure', 'Fantasy']",Joe Shuster,2h 32m,60.0,Released,English,"$250,000,000.00","$873,637,528.00"
The Boss Baby: Christmas Bonus,2022,"['Animation', 'Family', 'Adventure']",Christo Stamboliev,47m,68.0,Released,English,-,-
Dragon Ball Z: Battle of Gods,2013,"['Animation', 'Action', 'Science Fiction']",Akira Toriyama,1h 25m,68.0,Released,Japanese,-,"$50,461,371.00"
Haunted Mansion,2023,"['Fantasy', 'Comedy', 'Horror', 'Family']",Justin Simien,2h 3m,66.0,Released,English,"$157,800,000.00","$117,300,000.00"
When Christmas Was Young,2022,"['TV Movie', 'Comedy', 'Romance']",Monika Mitchell,1h 25m,62.0,Released,English,-,-
Nobody,2021,"['Action', 'Thriller']",Ilya Naishuller,1h 32m,80.0,Released,English,"$17,000,000.00","$61,779,301.00"
Cinderella,2015,"['Romance', 'Fantasy', 'Family', 'Drama']",Kenneth Branagh,1h 45m,68.0,Released,English,"$95,000,000.00","$543,514,353.00"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,['Comedy'],Paris Barclay,1h 29m,70.0,Released,English,"$3,800,000.00","$20,100,000.00"
Creed II,2018,"['Drama', 'Action']",Sylvester Stallone,2h 10m,70.0,Released,English,"$50,000,000.00","$214,215,889.00"
The Monkey King,2023,"['Animation', 'Fantasy', 'Adventure', 'Family', 'Comedy']",Anthony Stacchi,1h 32m,67.0,Released,English,-,-
Mortal Kombat Legends: Scorpion's Revenge,2020,"['Animation', 'Action', 'Fantasy']",Ethan Spaulding,1h 20m,81.0,Released,English,-,-
LEGO Marvel Avengers: Code Red,2023,"['Animation', 'Action', 'Family']",Eugene Son,46m,66.0,Released,English,-,-
The Fifth Element,1997,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",Luc Besson,2h 6m,75.0,Released,English,"$90,000,000.00","$263,920,180.00"
Monsters University,2013,"['Animation', 'Family']",Dan Scanlon,1h 44m,70.0,Released,English,"$200,000,000.00","$743,559,607.00"
Creed,2015,"['Action', 'Drama']",Ryan Coogler,2h 13m,74.0,Released,English,"$37,000,000.00","$173,567,581.00"
Desperation Road,2023,"['Action', 'Crime', 'Drama', 'Thriller']",Nadine Crocker,1h 52m,70.0,Released,English,-,-
Chestnut: Hero of Central Park,2004,"['Family', 'Comedy']",Robert Vince,1h 27m,72.0,Released,English,$6.00,$10.00
Rebel Moon - Part One: A Child of Fire,2023,"['Action', 'Science Fiction', 'Adventure']",Zack Snyder,2h 14m,100.0,Released,English,"$83,000,000.00",-
Sinbad: Legend of the Seven Seas,2003,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']",Tim Johnson,1h 30m,69.0,Released,English,"$60,000,000.00","$80,767,884.00"
Sin City: A Dame to Kill For,2014,"['Crime', 'Action', 'Thriller']",Frank Miller,1h 42m,64.0,Released,English,"$65,000,000.00","$39,407,616.00"
American Horror House,2012,['Horror'],Darin Scott,1h 25m,61.0,Released,English,-,-
World War Z,2013,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",Marc Forster,1h 56m,68.0,Released,English,"$200,000,000.00","$531,865,000.00"
Hidden Strike,2023,"['Action', 'Adventure', 'Thriller', 'Comedy']",Scott Waugh,1h 43m,70.0,Released,English,"$80,000,000.00",-
The Santa Clause,1994,"['Fantasy', 'Drama', 'Comedy', 'Family']",John Pasquin,1h 37m,65.0,Released,English,"$22,000,000.00","$189,833,357.00"
Elf Me,2023,"['Family', 'Comedy', 'Fantasy', 'Adventure']",Antonio Usbergo,1h 39m,57.0,Released,Italian,-,-
Back to the Future Part II,1989,"['Adventure', 'Comedy', 'Science Fiction']",Robert Zemeckis,1h 48m,78.0,Released,English,"$40,000,000.00","$332,000,000.00"
Viking: Bloodlust,2023,"['Action', 'History']",Greg Keith,1h 22m,69.0,Released,English,-,-
The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023,"['Action', 'Adventure', 'Fantasy', 'Animation']",Bob Shirohata,55m,71.0,Released,Japanese,-,-
Black Widow,2021,"['Action', 'Adventure', 'Science Fiction']",Cate Shortland,2h 14m,73.0,Released,English,"$200,000,000.00","$379,751,131.00"
Sanctuary,2023,"['Thriller', 'Comedy', 'Drama']",Zachary Wigon,1h 36m,62.0,Released,English,-,"$581,423.00"
The Darkest Minds,2018,"['Action', 'Adventure', 'Drama']",Jennifer Yuh Nelson,1h 45m,70.0,Released,English,"$34,000,000.00","$41,142,379.00"
WALL·E,2008,"['Animation', 'Family', 'Science Fiction']",Andrew Stanton,1h 38m,81.0,Released,English,"$180,000,000.00","$521,311,860.00"
Scream,2022,"['Horror', 'Mystery', 'Thriller']",Kevin Williamson,1h 54m,67.0,Released,English,"$24,000,000.00","$137,700,000.00"
The Expendables 3,2014,"['Action', 'Adventure', 'Thriller']",Sylvester Stallone,2h 6m,62.0,Released,English,"$95,000,000.00","$214,700,000.00"
The Legend of the Spirits,2023,"['Animation', 'Comedy', 'Family', 'Horror']",Marvick Núñez,1h 29m,84.0,Released,Spanish; Castilian,"$1,100,000.00",-
Shadow Master,2022,"['Action', 'Fantasy', 'Thriller']",Pearry Reginald Teo,1h 30m,67.0,Released,English,-,-
The Magnificent Seven,2016,"['Adventure', 'Action', 'Western']",Antoine Fuqua,2h 12m,64.0,Released,English,"$90,000,000.00","$162,360,636.00"
Sniper: The White Raven,2022,"['War', 'Action', 'Drama']",Marian Bushan,2h,76.0,Released,Ukrainian,"$1,000,000.00",-
Star Wars: The Last Jedi,2017,"['Adventure', 'Action', 'Science Fiction']",Rian Johnson,2h 32m,68.0,Released,English,"$200,000,000.00","$1,332,698,830.00"
Ginger's Tale,2021,['Animation'],Konstantin Shchekin,1h 28m,69.0,Released,Russian,-,-
Terminator Salvation,2009,"['Action', 'Science Fiction', 'Thriller']",McG,1h 55m,60.0,Released,English,"$200,000,000.00","$371,353,001.00"
Ice Age: The Meltdown,2006,"['Animation', 'Family', 'Comedy', 'Adventure']",Peter Gaulke,1h 31m,67.0,Released,English,"$80,000,000.00","$660,998,756.00"
Terrifier,2018,"['Horror', 'Thriller']",Damien Leone,1h 24m,65.0,Released,English,"$100,000.00","$416,300.00"
The Three Musketeers: D'Artagnan,2023,"['Adventure', 'Action', 'History', 'Drama']",Martin Bourboulon,2h 1m,71.0,Released,French,"$27,500,000.00","$31,165,459.00"
Baby Assassins 2 Babies,2023,"['Action', 'Drama', 'Crime', 'Comedy']",Yugo Sakamoto,1h 41m,69.0,Released,Japanese,-,-
"The Good, the Bad and the Ugly",1966,['Western'],Sergio Leone,2h 41m,85.0,Released,Italian,"$1,200,000.00","$38,900,000.00"
The Marsh King's Daughter,2023,"['Thriller', 'Drama']",Neil Burger,1h 48m,69.0,Released,English,-,-
Dampyr,2022,"['Horror', 'Fantasy', 'Action']",Mauro Boselli,1h 49m,64.0,Released,Italian,"$15,000,000.00","$362,113.00"
Rambo: First Blood Part II,1985,"['Action', 'Adventure', 'Thriller', 'War']",David Morrell,1h 36m,66.0,Released,English,"$44,000,000.00","$300,400,432.00"
The King's Man,2021,"['Action', 'Adventure', 'Thriller']",Matthew Vaughn,2h 11m,68.0,Released,English,"$100,000,000.00","$125,900,000.00"
The Advent Calendar,2021,"['Horror', 'Thriller']",Patrick Ridremont,1h 44m,66.0,Released,French,-,"$456,555.00"
Ready Player One,2018,"['Adventure', 'Action', 'Science Fiction']",Ernest Cline,2h 20m,76.0,Released,English,"$175,000,000.00","$607,274,134.00"
Kill Bill: Vol. 1,2003,"['Action', 'Crime']",Quentin Tarantino,1h 51m,80.0,Released,English,"$30,000,000.00","$180,906,076.00"
Genie,2023,"['Fantasy', 'Comedy']",Sam Boyd,1h 33m,75.0,Released,English,-,-
Sentinelle,2023,"['Action', 'Comedy', 'Crime']",Hugo Benamozig,1h 38m,53.0,Released,French,"$5,000,000.00",-
A Bug's Life,1998,"['Adventure', 'Animation', 'Comedy', 'Family']",John Lasseter,1h 35m,70.0,Released,English,"$80,000,000.00","$363,258,859.00"
Rise of the Guardians,2012,"['Family', 'Animation', 'Fantasy', 'Action', 'Adventure']",Peter Ramsey,1h 37m,74.0,Released,English,"$145,000,000.00","$306,941,670.00"
Teenage Mutant Ninja Turtles,2014,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",Peter Laird,1h 41m,59.0,Released,English,"$125,000,000.00","$485,004,754.00"
"The Gangster, the Cop, the Devil",2019,"['Crime', 'Action', 'Thriller']",Lee Won-tae,1h 50m,78.0,Released,Korean,"$6,500,000.00","$25,775,371.00"
A Fistful of Dollars,1964,['Western'],Sergio Leone,1h 39m,78.0,Released,Italian,"$200,000.00","$14,500,000.00"
The Thing,1982,"['Horror', 'Mystery', 'Science Fiction']",John Carpenter,1h 49m,81.0,Released,English,"$15,000,000.00","$19,629,760.00"
Mission: Impossible - Ghost Protocol,2011,"['Action', 'Thriller', 'Adventure']",Brad Bird,2h 13m,71.0,Released,English,"$145,000,000.00","$694,713,380.00"
Black Panther,2018,"['Action', 'Adventure', 'Science Fiction']",Ryan Coogler,2h 15m,74.0,Released,English,"$200,000,000.00","$1,349,926,083.00"
Last Looks,2022,"['Action', 'Crime', 'Thriller']",Howard Michael Gould,1h 51m,59.0,Released,English,-,"$365,644.00"
That's My Boy,2012,['Comedy'],Sean Anders,1h 56m,58.0,Released,English,"$70,000,000.00","$58,100,000.00"
Haslers,2023,"['Drama', 'Romance', 'Thriller']",Jose Abdel Langit, -,0.0,Released,Tagalog,-,-
Cruella,2021,"['Comedy', 'Crime']",Craig Gillespie,2h 14m,80.0,Released,English,"$200,000,000.00","$233,503,234.00"
Raiders of the Lost Ark,1981,"['Adventure', 'Action']",Steven Spielberg,1h 55m,79.0,Released,English,"$18,000,000.00","$389,925,971.00"
Snow White and the Seven Dwarfs,1937,"['Fantasy', 'Animation', 'Family']",Ferdinand Horvath,1h 23m,71.0,Released,English,"$1,488,423.00","$184,925,486.00"
War of the Worlds : The Attack,2023,"['Science Fiction', 'Mystery', 'Thriller']",Junaid Syed,1h 27m,52.0,Released,English,-,-
Trespass,1992,"['Action', 'Thriller', 'Crime']",Walter Hill,1h 41m,63.0,Released,English,"$14,000,000.00","$13,249,535.00"
Pixels,2015,"['Action', 'Comedy', 'Science Fiction']",Chris Columbus,1h 45m,57.0,Released,English,"$88,000,000.00","$244,900,000.00"
Hercules,1997,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",John Musker,1h 33m,75.0,Released,English,"$85,000,000.00","$252,712,101.00"
Ghost in the Shell,2017,"['Science Fiction', 'Drama', 'Action']",Rupert Sanders,1h 47m,61.0,Released,English,"$110,000,000.00","$169,801,921.00"
Project Wolf Hunting,2022,"['Action', 'Thriller', 'Horror', 'Crime']",Kim Hong-sun,2h 2m,64.0,Released,Korean,"$9,000,000.00",-
2001: A Space Odyssey,1968,"['Science Fiction', 'Mystery', 'Adventure']",Stanley Kubrick,2h 29m,81.0,Released,English,"$12,000,000.00","$71,923,560.00"
Oracle,2023,['Horror'],Daniel di Grado,1h 25m,70.0,Released,English,-,-
Saw,2004,"['Horror', 'Mystery', 'Crime']",James Wan,1h 43m,74.0,Released,English,"$1,200,000.00","$103,911,669.00"
The Last Kingdom: Seven Kings Must Die,2023,"['Action', 'Adventure', 'War']",Edward Bazalgette,1h 51m,73.0,Released,English,-,-
Superfast!,2015,"['Comedy', 'Action']",Aaron Seltzer,1h 39m,50.0,Released,English,"$20,000,000.00",-
Mean Girls,2004,['Comedy'],Mark Waters,1h 37m,72.0,Released,English,"$17,000,000.00","$130,126,277.00"
A Good Day to Die Hard,2013,"['Action', 'Thriller']",Roderick Thorp,1h 38m,53.0,Released,English,"$92,000,000.00","$304,654,182.00"
Pacific Rim,2013,"['Action', 'Science Fiction', 'Adventure']",Guillermo del Toro,2h 11m,69.0,Released,English,"$180,000,000.00","$411,002,906.00"
Merry Little Batman,2023,"['Animation', 'Action', 'Family', 'Comedy']",Mike Roth,1h 37m,67.0,Released,English,-,-
Scrooge: A Christmas Carol,2022,"['Animation', 'Family', 'Fantasy']",Stephen Donnelly,1h 37m,67.0,Released,English,-,-
F9,2021,"['Action', 'Adventure', 'Crime']",Justin Lin,2h 23m,71.0,Released,English,"$200,000,000.00","$726,229,501.00"
Superbad,2007,['Comedy'],Greg Mottola,1h 53m,72.0,Released,English,"$20,000,000.00","$170,812,526.00"
Batman Begins,2005,"['Action', 'Crime', 'Drama']",Christopher Nolan,2h 20m,77.0,Released,English,"$150,000,000.00","$374,218,673.00"
Oscenità,1980,['Drama'],Renato Polselli,1h 24m,73.0,Released,Italian,-,-
Kung Fu Panda 3,2016,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Alessandro Carloni,1h 35m,69.0,Released,English,"$145,000,000.00","$521,170,825.00"
Emmanuelle 4,1984,"['Drama', 'Romance']",Francis Leroi,1h 29m,47.0,Released,French,-,-
Star Wars: The Rise of Skywalker,2019,"['Adventure', 'Action', 'Science Fiction']",J.J. Abrams,2h 22m,64.0,Released,English,"$250,000,000.00","$1,074,144,248.00"
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"['Adventure', 'Family', 'Fantasy']",Michael Apted,1h 53m,64.0,Released,English,"$155,000,000.00","$415,686,217.00"
Scary Movie 4,2006,['Comedy'],David Zucker,1h 23m,55.0,Released,English,"$45,000,000.00","$178,262,620.00"
Mission: Impossible - Fallout,2018,"['Action', 'Adventure']",Christopher McQuarrie,2h 27m,74.0,Released,English,"$178,000,000.00","$791,657,398.00"
Totally Killer,2023,"['Comedy', 'Horror', 'Science Fiction']",Nahnatchka Khan,1h 45m,69.0,Released,English,-,-
The Woman King,2022,"['Action', 'Drama', 'History']",Dana Stevens,2h 15m,77.0,Released,English,"$50,000,000.00","$97,300,000.00"
The Claus Family 3,2022,"['Family', 'Comedy', 'Fantasy']",Ruben Vandenborre,1h 14m,63.0,Released,Dutch; Flemish,-,-
The Intouchables,2011,"['Drama', 'Comedy']",Éric Toledano,1h 53m,83.0,Released,French,"$13,000,000.00","$426,600,000.00"
Tarzan,1999,"['Family', 'Adventure', 'Animation', 'Drama']",Kevin Lima,1h 28m,74.0,Released,English,"$130,000,000.00","$448,200,000.00"
American Psycho,2000,"['Thriller', 'Drama', 'Crime']",Mary Harron,1h 42m,74.0,Released,English,"$7,000,000.00","$34,300,000.00"
Taken,2008,"['Action', 'Thriller']",Pierre Morel,1h 34m,74.0,Released,English,"$25,000,000.00","$226,830,568.00"
Top Gun,1986,"['Drama', 'Action', 'Adventure']",Tony Scott,1h 50m,70.0,Released,English,"$15,000,000.00","$356,830,601.00"
Amazonia: The Catherine Miles Story,1985,"['Adventure', 'Drama', 'Horror']",Franco Prosperi,1h 30m,61.0,Released,Italian,-,-
Alice in Wonderland,2010,"['Family', 'Fantasy', 'Adventure']",Tim Burton,1h 48m,66.0,Released,English,"$200,000,000.00","$1,025,467,110.00"
Glass,2019,"['Thriller', 'Drama', 'Science Fiction']",M. Night Shyamalan,2h 9m,67.0,Released,English,"$20,000,000.00","$247,000,000.00"
The Christmas Chronicles: Part Two,2020,"['Family', 'Fantasy', 'Adventure', 'Comedy']",Chris Columbus,1h 52m,65.0,Released,English,-,-
A Quiet Place Part II,2021,"['Science Fiction', 'Thriller', 'Horror']",John Krasinski,1h 37m,75.0,Released,English,"$61,000,000.00","$297,400,000.00"
Scooby-Doo! The Mystery Begins,2009,"['Mystery', 'Comedy', 'Fantasy']",Brian Levant,1h 22m,64.0,Released,English,-,-
The Christmas Chronicles,2018,"['Comedy', 'Adventure', 'Family', 'Fantasy']",Clay Kaytis,1h 44m,72.0,Released,English,-,-
Red Dawn,1984,"['Action', 'Thriller', 'War', 'Drama']",John Milius,1h 54m,63.0,Released,English,"$17,000,000.00","$38,400,000.00"
Indiana Jones and the Temple of Doom,1984,"['Adventure', 'Action']",George Lucas,1h 58m,73.0,Released,English,"$28,000,000.00","$333,000,000.00"
Madagascar 3: Europe's Most Wanted,2012,"['Animation', 'Family', 'Comedy', 'Adventure']",Tom McGrath,1h 33m,66.0,Released,English,"$145,000,000.00","$746,921,274.00"
The Kissing Booth,2018,"['Romance', 'Comedy']",Vince Marcello,1h 45m,72.0,Released,English,-,-
Skinamarink,2023,"['Horror', 'Mystery']",Kyle Edward Ball,1h 40m,56.0,Released,English,"$15,000.00","$2,100,000.00"
Roald Dahl's Matilda the Musical,2022,"['Family', 'Comedy', 'Fantasy']",Matthew Warchus,1h 57m,68.0,Released,English,"$25,000,000.00","$35,600,000.00"
Through My Window: Across the Sea,2023,"['Romance', 'Drama', 'Comedy']",Marçal Forés,1h 50m,65.0,Released,Spanish; Castilian,-,-
The Key,1983,"['Drama', 'Romance']",Tinto Brass,1h 50m,60.0,Released,Italian,-,-
Man of Steel,2013,"['Action', 'Adventure', 'Science Fiction']",David S. Goyer,2h 23m,66.0,Released,English,"$225,000,000.00","$668,045,518.00"
Lilo & Stitch,2002,"['Animation', 'Family']",Dean DeBlois,1h 25m,75.0,Released,English,"$80,000,000.00","$273,144,151.00"
Meet Joe Black,1998,"['Fantasy', 'Drama', 'Romance']",Martin Brest,2h 58m,73.0,Released,English,"$90,000,000.00","$142,940,100.00"
Prey for the Devil,2022,"['Horror', 'Thriller']",Robert Zappia,1h 33m,70.0,Released,English,-,"$37,655,699.00"
Bottoms,2023,['Comedy'],Emma Seligman,1h 31m,69.0,Released,English,"$11,300,000.00","$12,725,395.00"
Justice League: Throne of Atlantis,2015,"['Science Fiction', 'Action', 'Animation', 'Adventure']",Jerry Siegel,1h 12m,70.0,Released,English,"$3,500,000.00",-
Despicable Me 2,2013,"['Animation', 'Comedy', 'Family']",Pierre Coffin,1h 38m,69.0,Released,English,"$76,000,000.00","$970,800,000.00"
VR Fighter,2022,"['Action', 'Science Fiction']",Tang Qiaojia,1h 22m,54.0,Released,Chinese,-,"$9,692.00"
Shrek the Halls,2007,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",Gary Trousdale,28m,63.0,Released,English,"$60,000,000.00",-
Mortal Kombat Legends: Battle of the Realms,2021,"['Animation', 'Action', 'Fantasy']",Ethan Spaulding,1h 20m,77.0,Released,English,-,-
The Wait,2022,"['Romance', 'Drama']",Aku Louhimies,1h 40m,61.0,Released,Finnish,-,-
The Godfather Part III,1990,"['Crime', 'Drama', 'Thriller']",Francis Ford Coppola,2h 42m,74.0,Released,English,"$54,000,000.00","$136,766,062.00"
Me Vuelves Loca,2023,['Comedy'],Boris Quercia, -,84.0,Released,Spanish; Castilian,-,-
Amélie,2001,"['Comedy', 'Romance']",Jean-Pierre Jeunet,2h 2m,79.0,Released,French,"$10,000,000.00","$173,921,954.00"
Three Swedish Girls in Upper Bavaria,1977,['Comedy'],Sigi Rothemund,1h 33m,55.0,Released,German,-,-
Fantastic Beasts and Where to Find Them,2016,"['Fantasy', 'Adventure', 'Family']",David Yates,2h 12m,73.0,Released,English,"$180,000,000.00","$809,342,332.00"
Shutter Island,2010,"['Drama', 'Thriller', 'Mystery']",Martin Scorsese,2h 18m,82.0,Released,English,"$80,000,000.00","$294,800,000.00"
Jumanji: The Next Level,2019,"['Adventure', 'Comedy', 'Fantasy']",Jake Kasdan,2h 3m,69.0,Released,English,"$125,000,000.00","$801,693,929.00"
Gone Girl,2014,"['Mystery', 'Thriller', 'Drama']",Gillian Flynn,2h 29m,79.0,Released,English,"$61,000,000.00","$369,300,000.00"
Good Will Hunting,1997,['Drama'],Gus Van Sant,2h 7m,81.0,Released,English,"$10,000,000.00","$225,900,000.00"
One Fine Morning,2022,"['Drama', 'Romance']",Mia Hansen-Løve,1h 53m,67.0,Released,French,-,"$1,380,392.00"
The Girl Next Door,2004,"['Comedy', 'Romance']",Stuart Blumberg,1h 50m,67.0,Released,English,"$21,000,000.00","$31,635,150.00"
