Name,Released year,Genre,Director,Runtime,Score,Status,Language,Budget,Revenue
Close Encounters of the Third Kind,1977,"['Science Fiction', 'Drama']",Steven Spielberg,2h 15m,74.0,Released,English,"$20,000,000.00","$306,889,114.00"
Freaky Friday,2003,"['Comedy', 'Family', 'Fantasy']",Mark Waters,1h 37m,65.0,Released,English,"$26,000,000.00","$160,846,332.00"
Sinister,2012,"['Horror', 'Thriller', 'Mystery']",Scott Derrickson,1h 50m,69.0,Released,English,"$3,000,000.00","$82,515,113.00"
The Last House on the Left,1972,"['Horror', 'Thriller']",Wes Craven,1h 24m,59.0,Released,English,"$90,000.00",-
Vacation,2015,['Comedy'],Jonathan Goldstein,1h 39m,63.0,Released,English,"$31,000,000.00","$104,384,188.00"
Mortal Kombat Legends: Snow Blind,2022,"['Animation', 'Action', 'Fantasy']",Rick Morales,1h 22m,79.0,Released,English,-,-
She's the Man,2006,"['Comedy', 'Romance']",Ewan Leslie,1h 45m,68.0,Released,English,"$20,000,000.00","$33,900,000.00"
Bad Sister,2015,"['Thriller', 'TV Movie']",Doug Campbell,1h 25m,67.0,Released,English,-,-
The King's Speech,2010,"['Drama', 'History']",Tom Hooper,1h 58m,77.0,Released,English,"$15,000,000.00","$414,211,549.00"
Demolition Man,1993,"['Crime', 'Action', 'Science Fiction']",Robert Reneau,1h 55m,67.0,Released,English,"$57,000,000.00","$58,055,768.00"
Tarzan II,2005,"['Adventure', 'Animation', 'Family']",Brian Smith,1h 12m,60.0,Released,English,-,-
RV,2006,"['Family', 'Comedy']",Barry Sonnenfeld,1h 39m,59.0,Released,English,"$50,000,000.00","$87,528,173.00"
Steven Universe: The Movie,2019,"['TV Movie', 'Animation', 'Science Fiction', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Music']",Rebecca Sugar,1h 22m,82.0,Released,English,-,-
The World Is Not Enough,1999,"['Adventure', 'Action', 'Thriller']",Ian Fleming,2h 8m,63.0,Released,English,"$135,000,000.00","$361,832,400.00"
47 Ronin,2013,"['Drama', 'Action', 'Fantasy']",Carl Rinsch,1h 59m,62.0,Released,English,"$175,000,000.00","$151,783,839.00"
Evan Almighty,2007,"['Fantasy', 'Comedy', 'Family']",Steve Oedekerk,1h 36m,56.0,Released,English,"$175,000,000.00","$174,440,724.00"
8-Bit Christmas,2021,"['Family', 'Comedy']",Michael Dowse,1h 38m,64.0,Released,English,-,-
The Lord of the Rings,1978,"['Adventure', 'Animation', 'Fantasy']",Ralph Bakshi,2h 12m,66.0,Released,English,"$4,000,000.00","$30,500,000.00"
21 Jump Street,2012,"['Action', 'Comedy', 'Crime']",Michael Bacall,1h 49m,69.0,Released,English,"$42,000,000.00","$201,600,000.00"
Paranormal Activity: The Ghost Dimension,2015,"['Horror', 'Thriller']",Jason Pagan,1h 28m,53.0,Released,English,"$10,000,000.00","$78,903,124.00"
Joy Ride,2023,['Comedy'],Adele Lim,1h 35m,66.0,Released,English,"$20,000,000.00","$15,800,000.00"
Renaissance: A Film by Beyoncé,2023,"['Music', 'Documentary']",Beyoncé,2h 50m,86.0,Released,English,-,"$33,600,000.00"
In the Line of Fire,1993,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",Jeff Maguire,2h 8m,70.0,Released,English,"$40,000,000.00","$176,997,168.00"
Krampus: The Reckoning,2015,['Horror'],Robert Conway,1h 29m,33.0,Released,English,-,-
Big Momma's House,2000,"['Crime', 'Comedy']",Darryl Quarles,1h 38m,58.0,Released,English,"$30,000,000.00","$173,959,438.00"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",Kevin Eastman,1h 28m,61.0,Released,English,"$25,000,000.00","$78,656,813.00"
Hotel Paradise,1980,"['Drama', 'Action', 'Adventure']",Sergio Chiusi,1h 34m,54.0,Released,Italian,-,-
Brazil,1985,"['Comedy', 'Science Fiction']",Terry Gilliam,2h 23m,77.0,Released,English,"$15,000,000.00","$9,900,000.00"
Watcher,2022,"['Horror', 'Mystery', 'Thriller']",Chloe Okuno,1h 36m,65.0,Released,English,"$5,000,000.00","$2,543,216.00"
Tom and Jerry: The Fast and the Furry,2005,"['Family', 'Animation', 'Comedy', 'Action', 'Adventure']",Joseph Barbera,1h 15m,69.0,Released,English,-,-
Did You Hear About the Morgans?,2009,"['Comedy', 'Drama', 'Romance']",Marc Lawrence,1h 43m,54.0,Released,English,"$58,000,000.00","$85,280,250.00"
Spider-Man 2,2004,"['Action', 'Adventure', 'Fantasy']",Sam Raimi,2h 7m,73.0,Released,English,"$200,000,000.00","$788,976,453.00"
Sin City,2005,"['Thriller', 'Action', 'Crime']",Robert Rodriguez,2h 4m,74.0,Released,English,"$40,000,000.00","$158,733,820.00"
Miss Congeniality,2000,"['Comedy', 'Crime', 'Action']",Donald Petrie,1h 51m,65.0,Released,English,"$45,000,000.00","$212,000,000.00"
Remember Me,2010,"['Drama', 'Romance']",Allen Coulter,1h 53m,71.0,Released,English,"$16,000,000.00","$56,000,000.00"
The Great Mouse Detective,1986,"['Animation', 'Family', 'Adventure', 'Mystery']",Burny Mattinson,1h 14m,70.0,Released,English,"$14,000,000.00","$38,625,550.00"
Elizabeth: The Golden Age,2007,"['Drama', 'History', 'Romance']",Shekhar Kapur,1h 54m,67.0,Released,English,"$55,000,000.00","$74,237,563.00"
The 13th Warrior,1999,"['Adventure', 'History', 'Action']",John McTiernan,1h 42m,67.0,Released,English,"$160,000,000.00","$61,698,899.00"
The Professor and the Madman,2019,"['History', 'Drama', 'Mystery', 'Thriller']",Farhad Safinia,2h 4m,72.0,Released,English,"$25,000,000.00","$4,957,273.00"
Scrapper,2023,"['Comedy', 'Drama']",Charlotte Regan,1h 24m,66.0,Released,English,-,-
Quiz Lady,2023,['Comedy'],Jessica Yu,1h 40m,68.0,Released,English,-,-
Magic Mike's Last Dance,2023,"['Comedy', 'Drama', 'Romance', 'Music']",Reid Carolin,1h 52m,67.0,Released,English,"$45,000,000.00","$52,000,000.00"
Big Momma's House 2,2006,"['Comedy', 'Crime']",Darryl Quarles,1h 39m,57.0,Released,English,"$40,000,000.00","$138,259,062.00"
Diary of a Wimpy Kid: The Long Haul,2017,"['Comedy', 'Family']",David Bowers,1h 31m,53.0,Released,English,"$22,000,000.00","$40,120,144.00"
"Planes, Trains, and Christmas Trees",2022,"['TV Movie', 'Comedy', 'Romance', 'Family']",Marta Borowski,1h 25m,69.0,Released,English,-,-
Sister Act,1992,"['Music', 'Comedy']",Emile Ardolino,1h 40m,68.0,Released,English,"$31,000,000.00","$231,605,150.00"
Jikirag,2022,['Horror'],Alexander J. Baxter,2h,68.0,Released,English,-,-
In the Mood for Love,2000,"['Drama', 'Romance']",Wong Kar-wai,1h 39m,81.0,Released,Cantonese,"$150,000.00","$14,204,632.00"
Under the stars,2023,"['Comedy', 'History']",Sébastien Tulard,1h 50m,67.0,Released,French,-,-
Public Enemies,2009,"['Crime', 'Action']",Michael Mann,2h 20m,67.0,Released,English,"$100,000,000.00","$214,104,620.00"
Vertigo,1958,"['Mystery', 'Romance', 'Thriller']",Alfred Hitchcock,2h 8m,82.0,Released,English,"$2,479,000.00","$7,797,728.00"
Cult of Chucky,2017,"['Horror', 'Thriller']",Don Mancini,1h 31m,58.0,Released,English,"$6,500,000.00","$2,200,000.00"
The Best Man,2023,"['Action', 'Thriller']",Shane Dax Taylor,1h 33m,62.0,Released,English,-,-
Avengers Confidential: Black Widow & Punisher,2014,"['Animation', 'Science Fiction', 'Action']",Stan Lee,1h 23m,63.0,Released,Japanese,-,-
Dungeons & Dragons: Wrath of the Dragon God,2005,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",Gerry Lively,1h 45m,45.0,Released,English,-,-
Daddy's Home,2015,['Comedy'],Brian Burns,1h 36m,63.0,Released,English,"$50,000,000.00","$242,786,137.00"
The Hundred-Foot Journey,2014,"['Drama', 'Comedy']",Richard C. Morais,2h 2m,73.0,Released,English,"$22,000,000.00","$89,514,453.00"
Antichrist,2009,"['Drama', 'Horror', 'Thriller']",Lars von Trier,1h 48m,66.0,Released,English,"$11,000,000.00","$791,867.00"
Merry Magic Christmas,2023,"['TV Movie', 'Comedy', 'Romance']",Aubrey Arnason,1h 30m,0.0,Released,English,-,-
The War with Grandpa,2020,"['Comedy', 'Family']",Tim Hill,1h 38m,64.0,Released,English,"$18,000,000.00","$43,387,445.00"
"I, Tonya",2017,"['Drama', 'Comedy']",Craig Gillespie,2h,75.0,Released,English,"$11,000,000.00","$53,900,000.00"
The Virgin Suicides,1999,"['Drama', 'Romance']",Sofia Coppola,1h 37m,71.0,Released,English,"$6,000,000.00","$10,409,377.00"
Rush,2013,"['Drama', 'Action']",Ron Howard,2h 3m,77.0,Released,English,"$38,000,000.00","$90,247,624.00"
Captain Fantastic,2016,"['Adventure', 'Drama']",Matt Ross,1h 58m,79.0,Released,English,"$5,000,000.00","$23,123,592.00"
Mars Attacks!,1996,"['Comedy', 'Fantasy', 'Science Fiction']",Tim Burton,1h 46m,64.0,Released,English,"$70,000,000.00","$101,371,017.00"
Godzilla Raids Again,1955,"['Science Fiction', 'Horror', 'Action']",Motoyoshi Oda,1h 22m,59.0,Released,Japanese,"$800,000.00","$1,952,653.00"
Bloodsport,1988,"['Action', 'Thriller']",Newt Arnold,1h 32m,70.0,Released,English,"$1,500,000.00","$65,000,000.00"
The Concubine,2012,['Drama'],Kim Dae-seung,2h 2m,61.0,Released,Korean,-,"$16,465,764.00"
Easy A,2010,['Comedy'],Will Gluck,1h 33m,68.0,Released,English,"$8,000,000.00","$75,026,327.00"
Resident Evil: Damnation,2012,"['Animation', 'Horror', 'Action']",Makoto Kamiya,1h 40m,69.0,Released,English,-,"$2,325,035.00"
Jason Goes to Hell: The Final Friday,1993,['Horror'],Adam Marcus,1h 28m,45.0,Released,English,"$3,000,000.00","$15,900,000.00"
Facing the Giants,2006,['Drama'],Alex Kendrick,1h 51m,75.0,Released,English,"$100,000.00","$10,200,000.00"
I Want to Eat Your Pancreas,2018,"['Animation', 'Drama', 'Romance']",Shinichiro Ushijima,1h 48m,83.0,Released,Japanese,-,"$33,748,006.00"
Confessions of a Frustrated Housewife,1976,['Drama'],Andrea Bianchi,1h 32m,73.0,Released,Italian,-,-
Popstar: Never Stop Never Stopping,2016,"['Comedy', 'Music']",Jorma Taccone,1h 26m,66.0,Released,English,"$20,000,000.00","$9,496,130.00"
Evil Dead II,1987,"['Horror', 'Comedy', 'Fantasy']",Sam Raimi,1h 24m,76.0,Released,English,"$3,500,000.00","$10,900,000.00"
The Rescue: The Weight of the World,2023,"['Drama', 'Thriller']",Daniela Goggi,1h 35m,66.0,Released,Spanish; Castilian,-,-
A Writer's Odyssey,2021,"['Fantasy', 'Action', 'Adventure', 'Drama']",Lu Yang,2h 10m,73.0,Released,Chinese,-,"$150,123,320.00"
The Graduate,1967,"['Comedy', 'Drama', 'Romance']",Mike Nichols,1h 46m,76.0,Released,English,"$3,000,000.00","$104,945,305.00"
Confessions of a Shopaholic,2009,"['Comedy', 'Romance']",P.J. Hogan,1h 44m,64.0,Released,English,"$40,000,000.00","$108,300,000.00"
Love and Monsters,2020,"['Comedy', 'Action', 'Adventure', 'Science Fiction']",Brian Duffield,1h 49m,73.0,Released,English,"$30,000,000.00","$1,122,066.00"
Atonement,2007,"['Drama', 'Romance']",Joe Wright,2h 3m,77.0,Released,English,"$30,000,000.00","$131,016,624.00"
Buried,2010,"['Drama', 'Thriller', 'Mystery']",Rodrigo Cortés,1h 34m,66.0,Released,English,"$1,987,650.00","$19,152,480.00"
Ong-Bak,2003,"['Action', 'Thriller', 'Crime', 'Adventure']",Prachya Pinkaew,1h 45m,71.0,Released,Thai,"$1,100,000.00","$20,112,926.00"
The 40 Year Old Virgin,2005,"['Comedy', 'Romance']",Judd Apatow,1h 56m,64.0,Released,English,"$26,000,000.00","$177,400,000.00"
Scent of a Woman,1992,['Drama'],Dino Risi,2h 36m,78.0,Released,English,"$31,000,000.00","$134,100,000.00"
The Game of Trust,2023,['Drama'],Martin Makariev,1h 30m,70.0,Released,Bulgarian,-,-
Salt,2010,"['Action', 'Mystery', 'Thriller']",Phillip Noyce,1h 40m,64.0,Released,English,"$110,000,000.00","$293,329,073.00"
9 Songs,2004,"['Drama', 'Music', 'Romance']",Michael Winterbottom,1h 9m,56.0,Released,English,"$1,000,000.00","$1,574,623.00"
Jurassic Park,1993,"['Adventure', 'Science Fiction']",Michael Crichton,2h 7m,79.0,Released,English,"$63,000,000.00","$920,100,000.00"
The Orphanage,2007,"['Horror', 'Drama', 'Thriller']",J. A. Bayona,1h 45m,72.0,Released,Spanish; Castilian,"$3,400,000.00","$78,638,987.00"
Dennis the Menace,1993,"['Family', 'Comedy']",Nick Castle,1h 34m,58.0,Released,English,"$35,000,000.00","$117,270,765.00"
Halloween,2018,"['Horror', 'Thriller']",David Gordon Green,1h 46m,66.0,Released,English,"$10,000,000.00","$259,900,000.00"
The Man from U.N.C.L.E.,2015,"['Comedy', 'Action', 'Adventure']",Guy Ritchie,1h 56m,71.0,Released,English,"$75,000,000.00","$108,145,109.00"
Step Up Revolution,2012,"['Music', 'Drama', 'Romance']",Duane Adler,1h 39m,69.0,Released,English,"$33,000,000.00","$140,470,746.00"
How to Be Single,2016,"['Comedy', 'Romance']",Christian Ditter,1h 50m,62.0,Released,English,"$38,000,000.00","$112,343,513.00"
Back to the Outback,2021,"['Animation', 'Family', 'Adventure', 'Comedy']",Harry Cripps,1h 32m,78.0,Released,English,-,-
Hugo,2011,"['Adventure', 'Drama', 'Family']",Martin Scorsese,2h 6m,72.0,Released,English,"$170,000,000.00","$185,770,160.00"
The Lighthouse,2019,"['Drama', 'Fantasy', 'Thriller', 'Horror']",Robert Eggers,1h 49m,75.0,Released,English,"$11,000,000.00","$18,129,854.00"
Home on the Range,2004,"['Animation', 'Family']",John Sanford,1h 16m,60.0,Released,English,"$110,000,000.00","$145,358,062.00"
Alpha Dog,2006,"['Crime', 'Drama', 'Thriller']",Nick Cassavetes,2h 2m,66.0,Released,English,"$9,500,000.00","$32,400,000.00"
Night at the Museum: Kahmunrah Rises Again,2022,"['Animation', 'Comedy', 'Family', 'Fantasy']",Matt Danner,1h 17m,66.0,Released,English,-,-
The Outlaws,2017,"['Action', 'Crime']",Kang Yun-sung,2h 1m,78.0,Released,Korean,"$5,900,000.00","$53,000,000.00"
Abominable,2019,"['Family', 'Animation', 'Adventure', 'Comedy']",Jill Culton,1h 37m,75.0,Released,English,"$75,000,000.00","$190,304,772.00"
Friday the 13th Part VI: Jason Lives,1986,"['Horror', 'Mystery', 'Thriller']",Tom McLoughlin,1h 26m,62.0,Released,English,"$3,000,000.00","$19,500,000.00"
One Shot,2021,['Action'],James Nunn,1h 37m,68.0,Released,English,-,"$29,439.00"
The Way of the Dragon,1972,"['Action', 'Crime']",Bruce Lee,1h 40m,74.0,Released,Cantonese,"$130,000.00","$27,000,000.00"
Everest,2015,"['Adventure', 'Drama', 'History']",Baltasar Kormákur,2h 1m,68.0,Released,English,"$55,000,000.00","$203,427,584.00"
The Ultimate Gift,2007,"['Romance', 'Drama', 'Family']",Michael O. Sajbel,1h 54m,76.0,Released,English,-,"$3,438,735.00"
Where the Wild Things Are,2009,"['Family', 'Fantasy', 'Drama', 'Adventure']",Spike Jonze,1h 41m,65.0,Released,English,"$100,000,000.00","$100,140,916.00"
Metropolis,1927,"['Drama', 'Science Fiction']",Fritz Lang,2h 29m,82.0,Released,German,"$1,300,000.00","$650,422.00"
Mainstream,2021,"['Comedy', 'Drama']",Gia Coppola,1h 35m,63.0,Released,English,"$5,000,000.00",-
Trainwreck,2015,"['Comedy', 'Romance']",Judd Apatow,2h 5m,58.0,Released,English,"$35,000,000.00","$140,795,793.00"
Four Brothers,2005,"['Action', 'Crime']",John Singleton,1h 49m,68.0,Released,English,"$45,000,000.00","$92,374,674.00"
Nowhere to Run,1993,"['Action', 'Drama', 'Thriller', 'Romance']",Joe Eszterhas,1h 34m,64.0,Released,English,"$15,000,000.00","$64,000,000.00"
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,"['Animation', 'Action', 'Science Fiction', 'Drama']",Hideaki Anno,2h 35m,83.0,Released,Japanese,-,"$92,300,000.00"
Willy's Wonderland,2021,"['Action', 'Horror', 'Comedy']",Kevin Lewis,1h 28m,61.0,Released,English,"$5,000,000.00","$431,020.00"
Revival of Evangelion,1998,"['Action', 'Animation', 'Drama', 'Science Fiction']",Hideaki Anno,2h 40m,76.0,Released,Japanese,-,-
Look Away,2018,"['Horror', 'Thriller', 'Fantasy']",Assaf Bernstein,1h 43m,65.0,Released,English,-,"$1,119,537.00"
The Cave,2005,"['Action', 'Adventure', 'Horror', 'Thriller']",Bruce Hunt,1h 37m,53.0,Released,English,"$30,000,000.00","$33,296,457.00"
Lethal Weapon 2,1989,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Shane Black,1h 54m,70.0,Released,English,"$25,000,000.00","$227,900,000.00"
AINBO: Spirit of the Amazon,2021,"['Adventure', 'Animation', 'Family', 'Fantasy']",Richard Claus,1h 24m,70.0,Released,English,-,"$10,237,061.00"
The Impossible,2012,"['Adventure', 'Drama', 'Thriller']",J. A. Bayona,1h 53m,74.0,Released,English,"$45,000,000.00","$198,087,212.00"
Street Fighter II: The Animated Movie,1994,"['Animation', 'Action']",Gisaburō Sugii,1h 41m,70.0,Released,Japanese,-,-
Universal Soldier,1992,"['Thriller', 'Action', 'Science Fiction', 'Crime']",Roland Emmerich,1h 42m,63.0,Released,English,"$23,000,000.00","$95,000,000.00"
Ender's Game,2013,"['Science Fiction', 'Action', 'Adventure']",Gavin Hood,1h 54m,66.0,Released,English,"$110,000,000.00","$125,537,191.00"
Cirque du Freak: The Vampire's Assistant,2009,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Paul Weitz,1h 49m,58.0,Released,English,"$40,000,000.00","$28,169,671.00"
The Aviator,2004,['Drama'],Martin Scorsese,2h 50m,72.0,Released,English,"$110,000,000.00","$213,700,000.00"
The Karate Kid Part II,1986,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']",John G. Avildsen,1h 53m,63.0,Released,English,"$13,000,000.00","$115,103,979.00"
Remember,2022,"['Thriller', 'Action', 'Drama']",Lee Il-hyung,2h 8m,74.0,Released,Korean,-,-
A Nightmare on Elm Street,2010,"['Horror', 'Mystery', 'Thriller']",Wesley Strick,1h 35m,55.0,Released,English,"$35,000,000.00","$115,664,037.00"
Babe: Pig in the City,1998,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",George Miller,1h 32m,56.0,Released,English,"$90,000,000.00","$69,131,860.00"
Saint Seiya: Legend of Sanctuary,2014,"['Action', 'Animation', 'Fantasy']",Keiichi Sato,1h 33m,66.0,Released,Japanese,"$23,000,000.00","$17,150,803.00"
Airplane!,1980,['Comedy'],Jerry Zucker,1h 28m,73.0,Released,English,"$3,500,000.00","$83,453,539.00"
Gravity,2013,"['Science Fiction', 'Thriller', 'Drama']",Alfonso Cuarón,1h 31m,72.0,Released,English,"$105,000,000.00","$723,192,705.00"
I Am Number Four,2011,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",D. J. Caruso,1h 49m,62.0,Released,English,"$50,000,000.00","$149,900,000.00"
Ouija,2014,['Horror'],Stiles White,1h 29m,52.0,Released,English,"$5,000,000.00","$103,590,271.00"
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"['Adventure', 'Animation', 'Comedy', 'Family']",Nick Park,1h 25m,71.0,Released,English,"$30,000,000.00","$192,610,372.00"
The Number 23,2007,"['Thriller', 'Mystery', 'Crime']",Joel Schumacher,1h 38m,64.0,Released,English,"$30,000,000.00","$77,566,815.00"
Journey to Bethlehem,2023,"['Drama', 'Family', 'Fantasy']",Adam Anders,1h 38m,53.0,Released,English,"$6,000,000.00","$6,200,000.00"
Get Real,1999,"['Drama', 'Romance']",Simon Shore,1h 48m,67.0,Released,English,"$1,200,000.00","$1,200,000.00"
Under Siege 2: Dark Territory,1995,"['Action', 'Thriller']",J.F. Lawton,1h 40m,58.0,Released,English,"$60,000,000.00","$104,324,083.00"
Eradication,2022,"['Horror', 'Thriller']",Daniel Byers,1h 24m,64.0,Released,English,"$5,000.00",-
Diary of a Wimpy Kid: Rodrick Rules,2011,"['Family', 'Comedy']",David Bowers,1h 39m,66.0,Released,English,"$21,000,000.00","$72,526,996.00"
We'll Never Have Paris,2014,"['Comedy', 'Romance']",Simon Helberg,1h 29m,49.0,Released,English,-,-
Ferris Bueller's Day Off,1986,['Comedy'],John Hughes,1h 43m,76.0,Released,English,"$6,000,000.00","$70,100,000.00"
Gone with the Wind,1939,"['Drama', 'War', 'Romance']",Victor Fleming,3h 53m,80.0,Released,English,"$4,000,000.00","$402,352,579.00"
Miss Congeniality 2: Armed and Fabulous,2005,"['Action', 'Comedy']",John Pasquin,1h 55m,58.0,Released,English,-,"$101,393,569.00"
Legends of the Fall,1994,"['Adventure', 'Drama', 'Romance', 'War', 'Western']",Edward Zwick,2h 13m,74.0,Released,English,"$30,000,000.00","$160,638,883.00"
The Substitute,1996,['Action'],Robert Mandel,1h 54m,69.0,Released,English,-,"$14,818,176.00"
Zatch Bell! 101st Devil,2004,"['Comedy', 'Animation', 'Adventure', 'Action']",Junji Shimizu,1h 24m,70.0,Released,Japanese,-,-
One Piece: Strong World Episode 0,2010,"['Action', 'Animation', 'Comedy']",Takashi Hashimoto,18m,73.0,Released,Japanese,-,-
Weird Science,1985,"['Comedy', 'Romance', 'Science Fiction']",John Hughes,1h 33m,65.0,Released,English,"$7,500,000.00","$38,934,048.00"
Godzilla 2000: Millennium,1999,"['Action', 'Adventure', 'Science Fiction']",Takao Okawara,1h 47m,69.0,Released,Japanese,"$8,300,000.00","$25,000,000.00"
Naked Gun 33⅓: The Final Insult,1994,"['Comedy', 'Crime']",Peter Segal,1h 23m,65.0,Released,English,"$30,000,000.00","$51,132,598.00"
Arthur and the Invisibles,2006,"['Adventure', 'Fantasy', 'Animation', 'Family']",Luc Besson,1h 34m,64.0,Released,English,"$86,000,000.00","$107,944,236.00"
The Apartment,1960,"['Comedy', 'Drama', 'Romance']",Billy Wilder,2h 5m,82.0,Released,English,"$3,000,000.00","$25,000,000.00"
Basic Instinct 2,2006,"['Crime', 'Mystery', 'Thriller']",Leora Barish,1h 54m,51.0,Released,English,"$70,000,000.00","$38,629,478.00"
DOA: Dead or Alive,2006,"['Adventure', 'Action', 'Thriller']",J.F. Lawton,1h 27m,52.0,Released,English,"$21,000,000.00","$7,563,172.00"
Ashfall,2019,"['Action', 'Adventure', 'Thriller']",Lee Hae-jun,2h 8m,68.0,Released,Korean,"$17,700,000.00","$61,321,941.00"
RoboCop 3,1993,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",Fred Dekker,1h 44m,48.0,Released,English,"$22,000,000.00","$10,696,210.00"
Lady and the Tramp II: Scamp's Adventure,2001,"['Family', 'Animation', 'Romance', 'Adventure']",Ward Greene,1h 9m,64.0,Released,English,-,-
Bridge to Terabithia,2007,"['Adventure', 'Drama', 'Family']",Gábor Csupó,1h 36m,73.0,Released,English,"$60,000,000.00","$137,587,063.00"
Joy,2015,"['Drama', 'Comedy']",David O. Russell,2h 4m,65.0,Released,English,"$60,000,000.00","$101,134,059.00"
The Madagascar Penguins in a Christmas Caper,2005,"['Animation', 'Comedy', 'Family']",Michael Lachance,11m,68.0,Released,English,-,-
The Bridges of Madison County,1995,"['Drama', 'Romance']",Clint Eastwood,2h 15m,77.0,Released,English,"$24,000,000.00","$182,016,617.00"
Stonehearst Asylum,2014,"['Thriller', 'Mystery', 'Horror']",Brad Anderson,1h 52m,68.0,Released,English,-,"$3,200,000.00"
Prison Break: The Final Break,2009,"['Action', 'Drama', 'Thriller']",Kevin Hooks,1h 29m,75.0,Released,English,-,-
Live and Let Die,1973,"['Adventure', 'Action', 'Thriller']",Guy Hamilton,2h 1m,65.0,Released,English,"$7,000,000.00","$126,377,836.00"
Safe,2012,"['Action', 'Crime', 'Thriller']",Boaz Yakin,1h 34m,65.0,Released,English,"$30,000,000.00","$40,346,186.00"
Ella Enchanted,2004,"['Family', 'Fantasy', 'Comedy']",Tommy O'Haver,1h 36m,64.0,Released,English,"$31,000,000.00","$27,388,767.00"
The Last Stand,2013,"['Action', 'Crime', 'Thriller']",Andrew Knauer,1h 47m,61.0,Released,English,"$30,000,000.00",-
The X Files: I Want to Believe,2008,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",Chris Carter,1h 44m,58.0,Released,English,"$30,000,000.00","$69,363,381.00"
Summertime,2015,"['Comedy', 'Drama', 'Romance']",Catherine Corsini,1h 45m,67.0,Released,French,-,-
The Good Son,1993,"['Thriller', 'Drama', 'Horror']",Joseph Ruben,1h 27m,67.0,Released,English,"$17,000,000.00","$60,613,008.00"
Saint Seiya Heaven Chapter: Overture,2004,"['Animation', 'Fantasy']",Shigeyasu Yamauchi,1h 23m,76.0,Released,Japanese,-,-
Escape from the Planet of the Apes,1971,"['Action', 'Science Fiction']",Pierre Boulle,1h 38m,63.0,Released,English,"$2,500,000.00","$12,400,000.00"
The Lover,1992,"['Drama', 'Romance']",Jean-Jacques Annaud,1h 55m,70.0,Released,French,-,"$5,013,090.00"
Hi Nanna,2023,"['Drama', 'Family', 'Romance']",Shouryuv,2h 35m,90.0,Released,Telugu,-,-
The Little Prince,2015,"['Adventure', 'Animation', 'Fantasy', 'Family']",Mark Osborne,1h 48m,76.0,Released,English,"$64,000,000.00","$97,571,250.00"
The One,2001,"['Action', 'Science Fiction', 'Thriller']",James Wong,1h 27m,61.0,Released,English,"$49,000,000.00","$72,689,126.00"
El sabor de la Navidad,2023,"['Comedy', 'Drama', 'Romance']",Alejandro Lozano,1h 40m,100.0,Released,Spanish; Castilian,-,-
Detective Knight: Independence,2023,"['Action', 'Crime', 'Thriller']",Edward Drake,1h 32m,54.0,Released,English,"$2,000,000.00","$36,171.00"
Bee Movie,2007,"['Family', 'Animation', 'Adventure', 'Comedy']",Steve Hickner,1h 31m,60.0,Released,English,"$150,000,000.00","$287,594,577.00"
The Three Musketeers,1993,"['Action', 'Adventure', 'Comedy']",Stephen Herek,1h 45m,64.0,Released,English,"$30,000,000.00","$53,898,845.00"
Big Fish,2003,"['Adventure', 'Fantasy', 'Drama']",Tim Burton,2h 5m,78.0,Released,English,"$70,000,000.00","$123,218,424.00"
Love & Passion,1987,['Drama'],Tinto Brass,1h 38m,54.0,Released,Italian,-,-
Romancing the Stone,1984,"['Romance', 'Comedy', 'Action', 'Adventure']",Robert Zemeckis,1h 46m,68.0,Released,English,"$10,000,000.00","$86,572,238.00"
Ultimate Avengers 2,2006,"['Adventure', 'Animation', 'Action', 'Science Fiction']",Stan Lee,1h 13m,67.0,Released,English,-,-
Pandorum,2009,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",Christian Alvart,1h 48m,66.0,Released,English,"$33,000,000.00","$20,648,328.00"
The Beautician and the Beast,1997,"['Comedy', 'Romance']",Ken Kwapis,1h 45m,68.0,Released,English,"$16,000,000.00","$11,486,880.00"
Frankenweenie,2012,"['Animation', 'Comedy', 'Family']",Tim Burton,1h 27m,70.0,Released,English,"$39,000,000.00","$81,493,846.00"
The Last Duel,2021,"['History', 'Drama', 'Action']",Ridley Scott,2h 33m,75.0,Released,English,"$100,000,000.00","$30,500,000.00"
Four Weddings and a Funeral,1994,"['Comedy', 'Drama', 'Romance']",Mike Newell,1h 57m,68.0,Released,English,"$4,400,000.00","$245,700,832.00"
Death Becomes Her,1992,"['Comedy', 'Fantasy', 'Horror']",Robert Zemeckis,1h 44m,68.0,Released,English,"$55,000,000.00","$149,022,650.00"
