Name,Released year,Genre,Director,Runtime,Score,Status,Language,Budget,Revenue
No One Lives,2013,"['Horror', 'Thriller']",Ryûhei Kitamura,1h 26m,59.0,Released,English,"$2,900,000.00","$74,918.00"
Fatman,2020,"['Action', 'Comedy', 'Fantasy']",Eshom Nelms,1h 40m,55.0,Released,English,"$20,000,000.00","$1,651,413.00"
Dangerous Beauty,1998,"['Drama', 'Romance']",Marshall Herskovitz,1h 51m,71.0,Released,English,-,"$4,553,271.00"
The Ridiculous 6,2015,"['Western', 'Comedy']",Frank Coraci,1h 59m,52.0,Released,English,"$60,000,000.00",-
The Water Horse,2007,"['Family', 'Adventure', 'Fantasy']",Jay Russell,1h 52m,64.0,Released,English,"$40,000,000.00","$103,967,384.00"
The Mothman Prophecies,2002,"['Drama', 'Horror', 'Mystery']",Mark Pellington,1h 59m,62.0,Released,English,"$32,000,000.00","$55,305,279.00"
The Voice Makes a Miracle,2011,[],Tomoki Sano,1h 42m,80.0,Released,Japanese,-,-
Silver Linings Playbook,2012,"['Drama', 'Comedy', 'Romance']",David O. Russell,2h 2m,71.0,Released,English,"$21,000,000.00","$236,412,453.00"
Jungle,2017,"['Adventure', 'Drama', 'Thriller']",Greg McLean,1h 55m,66.0,Released,English,-,"$1,906,640.00"
The Night Clerk,2020,"['Thriller', 'Crime', 'Drama']",Michael Cristofer,1h 30m,62.0,Released,English,-,-
4 for Texas,1963,"['Comedy', 'Western']",Robert Aldrich,2h 4m,51.0,Released,English,"$4,520,000.00",-
The Roman Spring of Mrs. Stone,2003,"['Drama', 'Romance', 'TV Movie']",Robert Allan Ackerman,1h 48m,64.0,Released,English,$110.00,-
Who's Minding the Mint?,1967,"['Comedy', 'Romance']",Howard Morris,1h 37m,70.0,Released,English,-,-
Summer Catch,2001,"['Comedy', 'Romance']",Michael Tollin,1h 44m,54.0,Released,English,"$34,000,000.00","$19,693,891.00"
The Other Woman,2014,"['Comedy', 'Romance']",Nick Cassavetes,1h 49m,64.0,Released,English,"$40,000,000.00","$196,781,193.00"
The Boy Next Door,2015,['Thriller'],Rob Cohen,1h 31m,49.0,Released,English,"$4,000,000.00","$52,425,855.00"
The Colony,2021,"['Science Fiction', 'Thriller']",Tim Fehlbaum,1h 44m,56.0,Released,English,-,"$328,914.00"
Escape Plan 2: Hades,2018,"['Action', 'Thriller', 'Mystery']",Steven C. Miller,1h 36m,52.0,Released,English,"$20,000,000.00","$17,500,000.00"
The Girl with All the Gifts,2016,"['Action', 'Horror', 'Science Fiction']",Mike Carey,1h 50m,65.0,Released,English,"$5,005,600.00",-
Equilibrium,2002,"['Action', 'Science Fiction', 'Thriller']",Kurt Wimmer,1h 47m,70.0,Released,English,"$20,000,000.00","$5,359,645.00"
The Last 10 Years,2022,"['Drama', 'Romance']",Michihito Fujii,2h 4m,72.0,Released,Japanese,-,"$22,456,368.00"
Batman: Soul of the Dragon,2021,"['Animation', 'Action', 'Adventure', 'Crime', 'Fantasy']",Martin Pasko,1h 23m,68.0,Released,English,-,-
Father of the Bride,1991,"['Comedy', 'Romance']",Charles Shyer,1h 45m,64.0,Released,English,"$20,000,000.00","$89,325,780.00"
The Sisters Brothers,2018,"['Drama', 'Western']",Jacques Audiard,2h 1m,68.0,Released,English,"$38,000,000.00","$13,143,056.00"
The Swan Princess Christmas,2012,"['Family', 'Animation', 'Fantasy']",Richard Rich,1h 23m,59.0,Released,English,"$40,000,000.00",-
Forgotten Love,2023,"['Drama', 'Romance']",Michał Gazda,2h 20m,82.0,Released,Polish,-,-
End of Watch,2012,"['Crime', 'Drama', 'Thriller']",David Ayer,1h 49m,73.0,Released,English,"$7,000,000.00","$48,126,384.00"
Goodbye to All That,2014,"['Comedy', 'Drama', 'Romance']",Angus MacLachlan,1h 27m,50.0,Released,English,-,-
Powder,1995,"['Drama', 'Fantasy']",Victor Salva,1h 51m,69.0,Released,English,"$9,500,000.00","$30,900,000.00"
This Boy's Life,1993,['Drama'],Michael Caton-Jones,1h 55m,71.0,Released,English,-,"$4,104,962.00"
Abduction,2011,"['Thriller', 'Action', 'Mystery']",John Singleton,1h 46m,59.0,Released,English,"$35,000,000.00","$82,087,155.00"
Warm Bodies,2013,"['Horror', 'Comedy', 'Romance']",Jonathan Levine,1h 37m,64.0,Released,English,"$35,000,000.00","$117,000,000.00"
The Commando,2022,"['Action', 'Crime', 'Thriller']",Asif Akbar,1h 33m,59.0,Released,English,-,-
Navy Seals vs. Zombies,2015,"['Horror', 'Action']",Stanton Barrett,1h 37m,50.0,Released,English,"$1,181,389.00","$56,191.00"
Survive the Game,2021,"['Action', 'Thriller', 'Crime']",James Cullen Bressack,1h 37m,56.0,Released,English,-,-
Bad Sister,2015,"['Thriller', 'TV Movie']",Doug Campbell,1h 25m,67.0,Released,English,-,-
Notorious,2009,"['Music', 'Drama', 'History']",George Tillman Jr.,2h 2m,69.0,Released,English,-,"$43,051,547.00"
Mary Shelley's Frankenstein,1994,"['Drama', 'Horror', 'Science Fiction', 'Romance']",Kenneth Branagh,2h 3m,64.0,Released,English,"$45,000,000.00","$112,006,296.00"
Swingers,1996,['Comedy'],Doug Liman,1h 36m,69.0,Released,English,"$200,000.00","$4,505,922.00"
"Mother, May I Sleep with Danger?",2016,"['Thriller', 'TV Movie', 'Horror']",Melanie Aitkenhead,1h 26m,55.0,Released,English,-,-
Jaws 2,1978,"['Horror', 'Thriller']",Jeannot Szwarc,1h 56m,60.0,Released,English,"$20,000,000.00","$187,884,007.00"
Lou,2022,"['Action', 'Thriller']",Maggie Cohn,1h 47m,66.0,Released,English,-,-
Up for Love,2016,"['Comedy', 'Romance', 'Drama']",Laurent Tirard,1h 38m,60.0,Released,French,"$10,000,000.00",-
Leprechaun,1993,"['Horror', 'Comedy', 'Fantasy']",Mark Jones,1h 31m,56.0,Released,English,"$1,000,000.00","$8,556,940.00"
The Interpreter,2005,"['Crime', 'Thriller']",Sydney Pollack,2h 8m,63.0,Released,English,"$80,000,000.00","$162,944,923.00"
Studio 666,2022,"['Horror', 'Comedy', 'Music']",B. J. McDonnell,1h 46m,60.0,Released,English,-,"$3,000,776.00"
Tomb Raider,2018,"['Action', 'Adventure', 'Fantasy']",Geneva Robertson-Dworet,1h 58m,64.0,Released,English,"$94,000,000.00","$274,650,803.00"
The Secret Sex Life of a Single Mom,2014,"['Drama', 'Mystery', 'Romance', 'TV Movie']",John L'Ecuyer,1h 25m,47.0,Released,English,$90.00,-
Acts of Vengeance,2017,"['Thriller', 'Action', 'Drama']",Isaac Florentine,1h 27m,59.0,Released,English,"$10,000,000.00","$320,705.00"
Horrible Bosses,2011,"['Comedy', 'Crime']",Michael Markowitz,1h 38m,66.0,Released,English,"$35,000,000.00","$209,838,559.00"
Marriage Story,2019,['Drama'],Noah Baumbach,2h 17m,78.0,Released,English,"$18,000,000.00","$2,300,000.00"
Stonehearst Asylum,2014,"['Thriller', 'Mystery', 'Horror']",Brad Anderson,1h 52m,68.0,Released,English,-,"$3,200,000.00"
Scooby-Doo! Return to Zombie Island,2019,"['Fantasy', 'Animation', 'Family', 'Adventure', 'Comedy', 'Mystery', 'Horror']",Cecilia Aranovich,1h 20m,70.0,Released,English,-,-
"The Beast from 20,000 Fathoms",1953,"['Drama', 'Horror', 'Science Fiction']",Eugène Lourié,1h 20m,66.0,Released,English,"$210,000.00","$5,000,000.00"
D.A.R.Y.L.,1985,"['Family', 'Science Fiction', 'Action']",Simon Wincer,1h 40m,64.0,Released,English,"$10,000,000.00","$7,840,873.00"
The Execution of Private Slovik,1974,"['War', 'Drama', 'TV Movie']",Lamont Johnson,2h,70.0,Released,English,-,-
Rumble in the Bronx,1995,"['Crime', 'Action', 'Comedy', 'Thriller']",Stanley Tong,1h 44m,68.0,Released,Cantonese,"$7,500,000.00","$32,392,047.00"
SAS: Red Notice,2021,"['Drama', 'Action', 'Thriller']",Magnus Martens,2h,58.0,Released,English,-,-
Unbroken,2014,"['Drama', 'War']",Angelina Jolie,2h 17m,74.0,Released,English,"$65,000,000.00","$163,400,000.00"
Doctor Who: The Time of the Doctor,2013,"['Drama', 'Science Fiction', 'TV Movie']",Jamie Payne,1h,80.0,Released,English,-,-
Extinction,2018,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Ben Young,1h 36m,60.0,Released,English,-,"$1,451,864.00"
The Towering Inferno,1974,"['Action', 'Drama', 'Thriller']",John Guillermin,2h 45m,70.0,Released,English,"$14,000,000.00","$116,000,000.00"
To Kill a Mockingbird,1962,['Drama'],Robert Mulligan,2h 9m,80.0,Released,English,"$2,000,000.00","$13,129,846.00"
Night Falls on Manhattan,1996,"['Crime', 'Drama', 'Thriller']",Sidney Lumet,1h 53m,63.0,Released,English,-,-
Joy Ride,2023,['Comedy'],Adele Lim,1h 35m,66.0,Released,English,"$20,000,000.00","$15,800,000.00"
The Girl Next Door,2007,"['Thriller', 'Crime', 'Drama', 'Horror']",Gregory Wilson,1h 31m,66.0,Released,English,-,-
All Quiet on the Western Front,1979,"['War', 'Drama', 'TV Movie']",Delbert Mann,2h 30m,66.0,Released,English,-,-
The Swan Princess: Royally Undercover,2017,"['Family', 'Animation', 'Adventure', 'Comedy', 'Mystery']",Richard Rich,1h 19m,67.0,Released,English,-,-
Candy Land,2023,"['Horror', 'Thriller']",John Swab,1h 33m,62.0,Released,English,-,-
A Good Person,2023,['Drama'],Zach Braff,2h 8m,71.0,Released,English,-,-
Chef,2014,['Comedy'],Jon Favreau,1h 54m,71.0,Released,English,"$11,000,000.00","$45,967,935.00"
Tusk,2014,"['Comedy', 'Horror']",Kevin Smith,1h 42m,55.0,Released,English,"$3,000,000.00","$1,882,074.00"
Beverly Hills Cop,1984,"['Action', 'Comedy', 'Crime']",Daniel Petrie Jr.,1h 45m,72.0,Released,English,"$14,000,000.00","$316,360,478.00"
Love & Passion,1987,['Drama'],Tinto Brass,1h 38m,55.0,Released,Italian,-,-
Welcome to the Jungle,2013,['Comedy'],Rob Meltzer,1h 35m,51.0,Released,English,"$3,500,000.00",-
Patriot Games,1992,"['Drama', 'Action', 'Thriller', 'Crime']",Tom Clancy,1h 57m,67.0,Released,English,"$45,000,000.00","$178,100,000.00"
The Clovehitch Killer,2018,"['Drama', 'Mystery', 'Crime']",Duncan Skiles,1h 49m,64.0,Released,English,-,-
Cradle 2 the Grave,2003,"['Action', 'Crime', 'Drama']",Andrzej Bartkowiak,1h 41m,61.0,Released,English,"$25,000,000.00","$56,489,558.00"
Game of Death,1978,"['Drama', 'Action', 'Thriller']",Robert Clouse,1h 41m,64.0,Released,Cantonese,"$850,000.00",-
Never Back Down: Revolt,2021,['Action'],Kellie Madison,1h 29m,65.0,Released,English,-,-
Who's Harry Crumb?,1989,"['Comedy', 'Crime', 'Mystery']",Paul Flaherty,1h 34m,60.0,Released,English,-,"$11,000,000.00"
Cinderella Man,2005,"['Romance', 'Drama', 'History']",Ron Howard,2h 24m,75.0,Released,English,"$88,000,000.00","$108,539,911.00"
A Werewolf Boy,2012,"['Romance', 'Fantasy']",Jo Sung-hee,2h 2m,76.0,Released,Korean,-,-
Le Chef,2012,['Comedy'],Daniel Cohen,1h 24m,62.0,Released,French,-,"$306,724.00"
Carrie,2013,"['Drama', 'Horror']",Kimberly Peirce,1h 40m,60.0,Released,English,"$30,000,000.00","$82,394,288.00"
Megalodon,2018,"['Action', 'Science Fiction', 'Horror', 'TV Movie']",James Thomas,1h 30m,56.0,Released,English,"$130,178.00","$5,303.00"
How High,2001,['Comedy'],Jesse Dylan,1h 33m,63.0,Released,English,"$12,000,000.00","$31,200,000.00"
The Boxtrolls,2014,"['Animation', 'Comedy', 'Family', 'Fantasy']",Anthony Stacchi,1h 37m,67.0,Released,English,"$60,000,000.00","$108,255,770.00"
Groundhog Day,1993,"['Romance', 'Fantasy', 'Drama', 'Comedy']",Harold Ramis,1h 41m,76.0,Released,English,"$14,600,000.00","$71,074,049.00"
Save the Last Dance,2001,"['Drama', 'Family', 'Romance', 'Music']",Duane Adler,1h 53m,65.0,Released,English,"$13,000,000.00","$131,706,809.00"
Vice,2015,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",Brian A. Miller,1h 36m,43.0,Released,English,"$10,000,000.00",-
Run Hide Fight,2021,"['Action', 'Crime', 'Thriller']",Kyle Rankin,1h 49m,68.0,Released,English,"$2,000,000.00","$34,561.00"
Mamma Mia!,2008,"['Comedy', 'Romance']",Phyllida Lloyd,1h 48m,70.0,Released,English,"$52,000,000.00","$609,841,637.00"
Before Sunrise,1995,"['Drama', 'Romance']",Richard Linklater,1h 41m,80.0,Released,English,"$2,500,000.00","$5,987,386.00"
Casualties of War,1989,"['Drama', 'History', 'War']",Brian De Palma,1h 53m,72.0,Released,English,"$22,500,000.00","$18,671,317.00"
Asterix: The Mansions of the Gods,2014,"['Animation', 'Comedy', 'Adventure', 'Family']",Alexandre Astier,1h 25m,68.0,Released,French,"$30,000,000.00","$42,830,578.00"
St. Elmo's Fire,1985,"['Drama', 'Romance', 'Comedy']",Joel Schumacher,1h 50m,62.0,Released,English,-,"$37,803,872.00"
Hunting & Gathering,2007,"['Romance', 'Drama']",Claude Berri,1h 37m,66.0,Released,French,-,-
What We Do in the Shadows,2014,"['Comedy', 'Horror']",Jemaine Clement,1h 26m,76.0,Released,English,"$1,600,000.00","$6,263,224.00"
Samson,2018,"['Action', 'Drama', 'Adventure']",Bruce Macdonald,1h 50m,58.0,Released,English,"$3,500,000.00","$4,900,000.00"
Wolf Warrior 2,2017,"['War', 'Action', 'Thriller']",Wu Jing,2h 4m,66.0,Released,Chinese,"$29,700,000.00","$870,322,670.00"
Before Midnight,2013,"['Romance', 'Drama']",Richard Linklater,1h 49m,75.0,Released,English,"$3,000,000.00","$11,176,469.00"
Dogville,2003,"['Crime', 'Drama', 'Thriller']",Lars von Trier,2h 58m,78.0,Released,English,"$10,000,000.00","$16,680,836.00"
Heatwave,2022,['Thriller'],Ernie Barbarash,1h 40m,66.0,Released,English,-,-
Pokémon the Movie: Genesect and the Legend Awakened,2013,"['Action', 'Adventure', 'Animation', 'Family']",Kunihiko Yuyama,1h 12m,64.0,Released,Japanese,-,"$32,300,000.00"
The Last Castle,2001,"['Action', 'Drama', 'Thriller']",Rod Lurie,2h 11m,72.0,Released,English,"$72,000,000.00","$27,642,707.00"
Hannah Montana: The Movie,2009,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",Rich Correll,1h 42m,66.0,Released,English,"$35,000,000.00","$155,545,279.00"
Das Boot,1981,"['Drama', 'History', 'War']",Wolfgang Petersen,2h 30m,81.0,Released,German,"$14,000,000.00","$85,000,000.00"
Bilitis,1977,"['Drama', 'Romance']",David Hamilton,1h 35m,54.0,Released,French,-,-
Foreign Correspondent,1940,"['Thriller', 'Mystery', 'Action', 'War']",Alfred Hitchcock,2h,70.0,Released,English,-,-
Anchorman: The Legend of Ron Burgundy,2004,['Comedy'],Adam McKay,1h 35m,67.0,Released,English,"$26,000,000.00","$90,574,188.00"
Evangelion: Death (True)²,1998,"['Animation', 'Science Fiction', 'Action', 'Drama']",Hideaki Anno,1h 9m,68.0,Released,Japanese,-,-
Siksa Neraka,2023,"['Horror', 'Thriller']",Anggy Umbara,1h 38m,70.0,Released,Indonesian,-,-
Peter Rabbit,2018,"['Animation', 'Adventure', 'Family']",Will Gluck,1h 33m,67.0,Released,English,"$50,000,000.00","$351,266,433.00"
Big Miracle,2012,"['Adventure', 'Drama', 'Romance', 'Fantasy']",Thomas Rose,1h 47m,66.0,Released,English,"$40,000,000.00","$24,719,215.00"
Hidden Dragon,2023,"['Animation', 'Action', 'Adventure', 'Fantasy']",Boqing Tang, -,0.0,Released,Chinese,-,-
Space Pirate Captain Harlock,2013,"['Animation', 'Science Fiction']",Shinji Aramaki,1h 55m,66.0,Released,Japanese,"$30,000,000.00","$18,010,317.00"
Thelma & Louise,1991,"['Drama', 'Thriller', 'Crime', 'Adventure']",Ridley Scott,2h 10m,76.0,Released,English,"$16,000,000.00","$45,361,000.00"
Zoolander 2,2016,"['Comedy', 'Adventure', 'Action']",Ben Stiller,1h 40m,49.0,Released,English,"$50,000,000.00","$56,722,693.00"
The Karate Kid Part II,1986,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']",John G. Avildsen,1h 53m,63.0,Released,English,"$13,000,000.00","$115,103,979.00"
Graphic Novels: Judge Dredd,1995,['Science Fiction'],William Wisher,1h 36m,58.0,Released,English,"$90,000,000.00","$113,493,481.00"
Joe Kidd,1972,['Western'],John Sturges,1h 28m,65.0,Released,English,-,"$6,330,000.00"
Red Riding Hood,2011,"['Action', 'Adventure', 'Horror', 'Fantasy', 'Thriller']",Catherine Hardwicke,1h 40m,60.0,Released,English,"$42,000,000.00","$89,162,162.00"
Red Lights,2012,['Thriller'],Rodrigo Cortés,1h 59m,62.0,Released,English,"$14,000,000.00","$13,551,174.00"
Captain Underpants: The First Epic Movie,2017,"['Action', 'Animation', 'Comedy', 'Family']",David Soren,1h 29m,62.0,Released,English,"$38,000,000.00","$125,427,681.00"
Kung Fu Hustle,2004,"['Action', 'Comedy', 'Crime', 'Fantasy']",Stephen Chow,1h 39m,74.0,Released,Cantonese,"$20,000,000.00","$102,034,104.00"
Piranha II: The Spawning,1982,['Horror'],James Cameron,1h 24m,43.0,Released,English,"$145,786.00",-
Anger Management,2003,['Comedy'],Peter Segal,1h 46m,61.0,Released,English,"$75,000,000.00","$195,745,823.00"
The Man with One Red Shoe,1985,"['Action', 'Comedy']",Stan Dragoti,1h 30m,57.0,Released,English,"$16,000,000.00","$8,645,411.00"
The Stone Tape,1972,"['Horror', 'TV Movie', 'Mystery', 'Drama']",Peter Sasdy,1h 30m,58.0,Released,English,-,-
Return of the Living Dead III,1993,"['Science Fiction', 'Romance', 'Horror']",Brian Yuzna,1h 37m,66.0,Released,English,"$2,000,000.00","$54,000.00"
Lupin the Third: Princess of the Breeze - Hidden City in the Sky,2013,"['Action', 'Animation', 'Comedy', 'TV Movie', 'Crime', 'Adventure']",Takaomi Kanasaki,1h 30m,69.0,Released,Japanese,-,-
Don't Breathe,2016,"['Thriller', 'Horror']",Fede Álvarez,1h 29m,70.0,Released,English,"$9,900,000.00","$159,100,000.00"
Endless Journey,2023,"['Crime', 'Drama']",Dai Mo,2h 13m,0.0,Released,Chinese,-,-
Dragon: The Bruce Lee Story,1993,"['Drama', 'History', 'Action']",Rob Cohen,2h,69.0,Released,English,"$14,000,000.00","$63,513,743.00"
Epic,2013,"['Animation', 'Adventure', 'Family', 'Fantasy']",Chris Wedge,1h 42m,65.0,Released,English,"$100,000,000.00","$268,426,634.00"
Behind Enemy Lines,2001,"['Action', 'Drama', 'Thriller', 'War']",John Moore,1h 46m,63.0,Released,English,"$40,000,000.00","$91,753,202.00"
K-19: The Widowmaker,2002,"['Drama', 'History', 'Thriller']",Kathryn Bigelow,2h 18m,65.0,Released,English,"$100,000,000.00","$35,168,966.00"
Thumbelina,1994,"['Animation', 'Family', 'Fantasy', 'Romance', 'Music']",Don Bluth,1h 26m,64.0,Released,English,"$28,000,000.00","$17,000,000.00"
The Dresden Sun,2023,['Science Fiction'],Michael Ryan, -,0.0,Released,English,-,-
The Platform,2019,"['Drama', 'Science Fiction', 'Thriller']",Galder Gaztelu-Urrutia,1h 35m,70.0,Released,Spanish; Castilian,"$1,203,235.00","$1,090,116.00"
George of the Jungle,1997,"['Adventure', 'Comedy', 'Family', 'Romance']",Dana Olsen,1h 32m,56.0,Released,English,"$55,000,000.00","$174,463,257.00"
Bringing Down the House,2003,"['Comedy', 'Drama']",Adam Shankman,1h 45m,60.0,Released,English,"$20,000,000.00","$132,675,402.00"
My Girl,1991,"['Comedy', 'Drama']",Howard Zieff,1h 43m,74.0,Released,English,"$17,000,000.00","$59,490,000.00"
Justice League: War,2014,"['Animation', 'Action']",Jay Oliva,1h 19m,74.0,Released,English,"$3,500,000.00","$5,155,325.00"
Nick and Norah's Infinite Playlist,2008,"['Comedy', 'Music', 'Drama']",Peter Sollett,1h 29m,65.0,Released,English,"$9,000,000.00","$33,556,631.00"
Police Story 4: First Strike,1996,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",Stanley Tong,1h 47m,65.0,Released,Cantonese,-,"$21,890,845.00"
Superhero Movie,2008,"['Comedy', 'Action', 'Science Fiction']",Craig Mazin,1h 25m,52.0,Released,English,"$35,000,000.00","$25,871,834.00"
This Must Be the Place,2011,['Drama'],Paolo Sorrentino,1h 58m,70.0,Released,English,"$25,000,000.00","$11,790,979.00"
Seeking a Friend for the End of the World,2012,"['Comedy', 'Drama', 'Romance', 'Adventure']",Lorene Scafaria,1h 41m,66.0,Released,English,"$10,000,000.00","$9,636,289.00"
Color Out of Space,2019,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",Richard Stanley,1h 51m,60.0,Released,English,"$6,000,000.00","$1,023,510.00"
Yu-Gi-Oh!: Bonds Beyond Time,2010,"['Animation', 'Fantasy']",Kenichi Takeshita,50m,63.0,Released,Japanese,"$2,017,928.00",-
Christmas Made to Order,2018,"['TV Movie', 'Romance']",Sam Irvin,1h 30m,61.0,Released,English,-,-
The Italian Job,2003,"['Action', 'Crime']",F. Gary Gray,1h 50m,68.0,Released,English,"$60,000,000.00","$176,070,171.00"
Asterix & Obelix Take on Caesar,1999,"['Family', 'Adventure', 'Comedy', 'Fantasy']",Claude Zidi,1h 49m,60.0,Released,French,-,"$1,644,060.00"
Phantom Thread,2017,"['Drama', 'Romance']",Paul Thomas Anderson,2h 10m,73.0,Released,English,"$35,000,000.00","$47,756,590.00"
Little Shop of Horrors,1986,"['Horror', 'Comedy']",Frank Oz,1h 34m,69.0,Released,English,"$25,000,000.00","$38,800,000.00"
Something in the Dirt,2022,"['Science Fiction', 'Mystery', 'Comedy', 'Horror']",Justin Benson,1h 56m,58.0,Released,English,-,-
Frankenstein Conquers the World,1965,"['Horror', 'Science Fiction']",Ishirō Honda,1h 30m,68.0,Released,Japanese,-,-
Footloose,2011,"['Drama', 'Music', 'Romance']",Craig Brewer,1h 53m,66.0,Released,English,"$24,000,000.00","$63,543,328.00"
The Blackening,2023,"['Horror', 'Comedy']",Tim Story,1h 37m,61.0,Released,English,"$5,000,000.00","$16,000,000.00"
Sirocco and the Kingdom of the Winds,2023,"['Adventure', 'Animation', 'Family', 'Fantasy']",Benoît Chieux,1h 16m,0.0,Released,French,-,-
The Condemned 2,2015,['Action'],Roel Reiné,1h 30m,51.0,Released,English,-,-
Dragons: Dawn of the Dragon Racers,2014,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Elaine Bogan,26m,72.0,Released,English,-,-
Awake,2007,"['Thriller', 'Crime', 'Mystery']",Joby Harold,1h 24m,65.0,Released,English,"$86,000,000.00","$14,373,825.00"
Richard III,1995,"['Drama', 'War']",Richard Loncraine,1h 44m,67.0,Released,English,-,"$2,748,518.00"
Blame It on Rio,1984,"['Comedy', 'Romance']",Stanley Donen,1h 40m,57.0,Released,English,"$9,000,000.00","$18,644,570.00"
A Most Wanted Man,2014,['Thriller'],Anton Corbijn,2h 1m,65.0,Released,English,"$15,000,000.00","$31,554,855.00"
The Players,2012,['Comedy'],Jean Dujardin,1h 49m,47.0,Released,French,-,-
The Crying Game,1992,"['Crime', 'Drama', 'Thriller']",Neil Jordan,1h 52m,68.0,Released,English,"$3,705,538.00","$62,548,947.00"
Made in Italy,2020,"['Comedy', 'Drama']",James D'Arcy,1h 34m,60.0,Released,English,-,-
Kin,2018,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Josh Baker,1h 42m,62.0,Released,English,"$30,000,000.00","$10,023,153.00"
Porno,2019,"['Comedy', 'Horror']",Keola Racela,1h 38m,62.0,Released,English,-,-
My Cousin Vinny,1992,['Comedy'],Jonathan Lynn,2h,75.0,Released,English,"$11,000,000.00","$64,088,552.00"
The Fly,1986,"['Horror', 'Science Fiction']",David Cronenberg,1h 36m,74.0,Released,English,"$15,000,000.00","$60,629,159.00"
Barbie Mariposa,2008,"['Animation', 'Fantasy', 'Family']",Ruth Handler,1h 15m,67.0,Released,English,-,-
The Wild Bunch,1969,['Western'],Sam Peckinpah,2h 25m,76.0,Released,English,"$6,244,087.00","$638,641.00"
Tom and Jerry: Robin Hood and His Merry Mouse,2012,"['Family', 'Animation', 'Comedy']",Earl Kress,55m,64.0,Released,English,-,-
Night Hunter,2019,"['Drama', 'Thriller']",David Raymond,1h 35m,65.0,Released,English,-,"$1,012,932.00"
Morning Glory,2010,"['Drama', 'Comedy', 'Romance']",Roger Michell,1h 47m,63.0,Released,English,"$40,000,000.00","$60,040,976.00"
For Love of the Game,1999,"['Drama', 'Romance']",Sam Raimi,2h 18m,65.0,Released,English,"$50,000,000.00","$46,112,640.00"
The Score,2001,"['Action', 'Crime', 'Thriller', 'Mystery']",Kario Salem,2h 4m,67.0,Released,English,"$68,000,000.00","$113,579,918.00"
Smokin' Aces 2: Assassins' Ball,2010,"['Action', 'Comedy']",Joe Carnahan,1h 26m,54.0,Released,English,"$8,000,000.00",-
The Three Stooges,2012,['Comedy'],Bobby Farrelly,1h 32m,58.0,Released,English,"$30,000,000.00","$54,819,301.00"
Fearless,2006,"['Drama', 'Action']",Ronny Yu,1h 43m,75.0,Released,Chinese,-,"$68,072,848.00"
A Civil Action,1998,['Drama'],Steven Zaillian,1h 55m,64.0,Released,English,"$70,000,000.00","$56,709,981.00"
Patton,1970,"['War', 'Drama', 'History']",Franklin J. Schaffner,2h 52m,75.0,Released,English,"$12,000,000.00","$89,800,000.00"
The Way of the Dragon,1972,"['Action', 'Crime']",Bruce Lee,1h 40m,74.0,Released,Cantonese,"$130,000.00","$27,000,000.00"
Ghost in the Shell: The New Movie,2015,"['Science Fiction', 'Animation']",Kazuchika Kise,1h 40m,67.0,Released,Japanese,-,"$101,203.00"
The Man Who Saved the World,2014,"['Documentary', 'History', 'War']",Peter Anthony,2h,70.0,Released,Danish,-,-
Zebra Lounge,2001,['Thriller'],Kari Skogland,1h 33m,40.0,Released,English,-,-
The Spy Who Came in from the Cold,1965,"['Drama', 'Thriller']",Martin Ritt,1h 52m,71.0,Released,English,-,-
Fierce Creatures,1997,"['Comedy', 'Romance']",Robert Young,1h 33m,61.0,Released,English,"$25,000,000.00","$9,381,260.00"
Macross Plus: The Movie,1995,"['Action', 'Adventure', 'Animation', 'Science Fiction']",Shoji Kawamori,1h 55m,72.0,Released,Japanese,-,-
The Other Boleyn Girl,2008,"['Drama', 'Romance', 'History']",Justin Chadwick,1h 55m,67.0,Released,English,"$35,000,000.00","$78,269,970.00"
The Secret Life of Bees,2008,"['Family', 'Adventure', 'Drama']",Gina Prince-Bythewood,1h 54m,75.0,Released,English,"$11,000,000.00","$38,105,395.00"
Grimcutty,2022,['Horror'],John Ross,1h 41m,52.0,Released,English,-,-
Wild Child,2008,"['Comedy', 'Drama', 'Romance']",Nick Moore,1h 38m,67.0,Released,English,"$20,000,000.00","$22,000,000.00"
Something the Lord Made,2004,"['TV Movie', 'Drama']",Joseph Sargent,1h 50m,77.0,Released,English,-,-
Sex and Zen III,1998,"['Comedy', 'Romance', 'Drama']",Aman Chang,1h 35m,63.0,Released,Cantonese,-,-
The Out-of-Towners,1999,['Comedy'],Sam Weisman,1h 30m,57.0,Released,English,"$75,000,000.00","$29,000,000.00"
New Initial D the Movie - Legend 3: Dream,2016,"['Action', 'Animation', 'Drama']",Masamitsu Hidaka,1h 5m,77.0,Released,Japanese,-,-
"Broadway: The Golden Age, by the Legends Who Were There",2003,"['Music', 'Documentary', 'History']",Rick McKay,1h 51m,70.0,Released,English,-,-
Swept Away,2002,"['Comedy', 'Romance']",Guy Ritchie,1h 29m,48.0,Released,English,"$10,000,000.00","$598,645.00"
