Name,Released year,Genre,Director,Runtime,Score,Status,Language,Budget,Revenue
Spider-Man 3,2007,"['Fantasy', 'Action', 'Adventure']",Sam Raimi,2h 19m,64.0,Released,English,"$258,000,000.00","$894,983,373.00"
With Every Heartbeat,2011,"['Romance', 'Drama']",Alexandra-Therese Keining,1h 47m,71.0,Released,Swedish,-,-
Iron Man 3,2013,"['Action', 'Adventure', 'Science Fiction']",Shane Black,2h 10m,69.0,Released,English,"$200,000,000.00","$1,215,577,205.00"
Shin Kamen Rider,2023,"['Action', 'Drama', 'Science Fiction']",Hideaki Anno,2h 1m,70.0,Released,Japanese,-,"$15,800,000.00"
Krampus Unleashed,2016,['Horror'],Robert Conway,1h 20m,45.0,Released,English,-,-
RDX: Robert Dony Xavier,2023,"['Action', 'Drama']",Nahas Hidayath,2h 30m,70.0,Released,Malayalam,-,-
The Conjuring: The Devil Made Me Do It,2021,"['Horror', 'Mystery', 'Thriller']",David Leslie Johnson-McGoldrick,1h 51m,75.0,Released,English,"$39,000,000.00","$206,400,000.00"
The Deep Ones,2021,"['Horror', 'Science Fiction']",Chad Ferrin,1h 23m,42.0,Released,English,"$500,000.00",-
Sniper: G.R.I.T. - Global Response & Intelligence Team,2023,"['Action', 'Thriller']",Oliver Thompson,1h 32m,68.0,Released,English,-,-
Sister Death,2023,"['Drama', 'Horror']",Paco Plaza,1h 31m,59.0,Released,Spanish; Castilian,-,-
Frivolous Lola,1998,"['Comedy', 'Romance']",Tinto Brass,1h 45m,50.0,Released,Italian,-,-
Pirates of the Caribbean: Dead Man's Chest,2006,"['Adventure', 'Fantasy', 'Action']",Ted Elliott,2h 31m,73.0,Released,English,"$200,000,000.00","$1,065,700,000.00"
The SpongeBob Movie: Sponge on the Run,2020,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",Tim Hill,1h 35m,75.0,Released,English,"$60,000,000.00","$4,700,000.00"
Howl's Moving Castle,2004,"['Fantasy', 'Animation', 'Adventure']",Hayao Miyazaki,1h 59m,84.0,Released,Japanese,"$24,000,000.00","$236,049,757.00"
The Handmaiden,2016,"['Thriller', 'Drama', 'Romance']",Park Chan-wook,2h 25m,82.0,Released,Korean,"$8,575,000.00","$38,600,000.00"
American Sniper,2014,"['War', 'Action']",Clint Eastwood,2h 13m,74.0,Released,English,"$58,800,000.00","$542,300,000.00"
The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023,"['Action', 'Adventure', 'Fantasy', 'Animation']",Bob Shirohata,55m,71.0,Released,Japanese,-,-
Indiana Jones and the Last Crusade,1989,"['Adventure', 'Action']",George Lucas,2h 7m,79.0,Released,English,"$48,000,000.00","$474,171,806.00"
Predestination,2014,"['Science Fiction', 'Thriller']",Michael Spierig,1h 37m,74.0,Released,English,"$5,500,000.00","$4,942,449.00"
Mission: Impossible - Rogue Nation,2015,"['Action', 'Adventure']",Christopher McQuarrie,2h 11m,72.0,Released,English,"$150,000,000.00","$682,700,000.00"
Aliens,1986,"['Action', 'Thriller', 'Science Fiction']",James Cameron,2h 17m,79.0,Released,English,"$18,500,000.00","$183,316,455.00"
Your Name.,2016,"['Romance', 'Animation', 'Drama']",Makoto Shinkai,1h 46m,85.0,Released,Japanese,-,"$358,000,000.00"
Through My Window,2022,"['Drama', 'Romance', 'Comedy']",Marçal Forés,1h 52m,74.0,Released,Spanish; Castilian,-,-
Dumb Money,2023,"['Comedy', 'Drama', 'History']",Craig Gillespie,1h 44m,67.0,Released,English,"$30,000,000.00","$20,000,000.00"
Maleficent: Mistress of Evil,2019,"['Family', 'Fantasy', 'Adventure', 'Action']",Linda Woolverton,1h 59m,73.0,Released,English,"$185,000,000.00","$491,730,089.00"
Transformers: Age of Extinction,2014,"['Science Fiction', 'Action', 'Adventure']",Michael Bay,2h 45m,59.0,Released,English,"$210,000,000.00","$1,104,100,000.00"
Operation Napoleon,2023,['Thriller'],Óskar Thór Axelsson,1h 52m,63.0,Released,Icelandic,-,-
The Age of Adaline,2015,"['Romance', 'Fantasy', 'Drama']",J. Mills Goodloe,1h 52m,75.0,Released,English,"$25,000,000.00","$65,663,276.00"
Nymphomaniac: Vol. II,2013,"['Drama', 'Mystery']",Lars von Trier,2h 4m,68.0,Released,English,-,"$4,934,725.00"
Let Her Kill You,2023,"['Thriller', 'Mystery']",Jérôme Dassier,1h 37m,64.0,Released,French,"$3,200,000.00",-
Sinbad: Legend of the Seven Seas,2003,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']",Tim Johnson,1h 30m,69.0,Released,English,"$60,000,000.00","$80,767,884.00"
Mortal Kombat Legends: Scorpion's Revenge,2020,"['Animation', 'Action', 'Fantasy']",Ethan Spaulding,1h 20m,81.0,Released,English,-,-
Terminator 2: Judgment Day,1991,"['Action', 'Thriller', 'Science Fiction']",James Cameron,2h 17m,81.0,Released,English,"$102,000,000.00","$520,000,000.00"
Zero Fucks Given,2022,['Drama'],Emmanuel Marre,1h 56m,65.0,Released,French,-,-
"Red, White & Royal Blue",2023,"['Comedy', 'Romance']",Matthew López,2h 1m,81.0,Released,English,-,-
Raiders of the Lost Library,2022,"['Action', 'Adventure']",Gleb Orlov,1h 45m,57.0,Released,Russian,-,-
The Ritual Killer,2023,"['Mystery', 'Thriller', 'Action', 'Drama']",Francesco Cinquemani,1h 32m,61.0,Released,English,"$7,000,000.00",-
Dad or Mom,2023,['Comedy'],Ernesto Contreras,1h 50m,15.0,Released,Spanish; Castilian,-,-
Adipurush,2023,"['Action', 'Adventure', 'Drama', 'Fantasy']",Om Raut,2h 59m,53.0,Released,Hindi,"$63,000,000.00","$43,000,000.00"
When Christmas Was Young,2022,"['TV Movie', 'Comedy', 'Romance']",Monika Mitchell,1h 25m,62.0,Released,English,-,-
The Little Mermaid,1989,"['Animation', 'Family', 'Fantasy']",John Musker,1h 23m,74.0,Released,English,"$40,000,000.00","$211,343,479.00"
Dragon Ball Super: Super Hero,2022,"['Animation', 'Science Fiction', 'Action']",Akira Toriyama,1h 39m,79.0,Released,Japanese,-,"$86,562,140.00"
The Darkest Minds,2018,"['Action', 'Adventure', 'Drama']",Jennifer Yuh Nelson,1h 45m,70.0,Released,English,"$34,000,000.00","$41,142,379.00"
Jack Reacher,2012,"['Crime', 'Drama', 'Thriller', 'Action']",Christopher McQuarrie,2h 10m,66.0,Released,English,"$60,000,000.00","$218,340,595.00"
Last Call for Istanbul,2023,"['Romance', 'Drama']",Gönenç Uyanık,1h 31m,64.0,Released,Turkish,-,-
Christmas As Usual,2023,"['Romance', 'Comedy', 'Drama']",Petter Holmsen,1h 29m,58.0,Released,Norwegian,-,-
The Lego Movie,2014,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Christopher Miller,1h 40m,74.0,Released,English,"$60,000,000.00","$469,200,000.00"
Poseído,2019,['Horror'],Javier M. Ruiz, -,48.0,Released,Spanish; Castilian,-,-
Alice in Wonderland,2010,"['Family', 'Fantasy', 'Adventure']",Tim Burton,1h 48m,66.0,Released,English,"$200,000,000.00","$1,025,467,110.00"
Red Notice,2021,"['Action', 'Comedy', 'Crime']",Rawson Marshall Thurber,1h 58m,68.0,Released,English,"$160,000,000.00","$178,143.00"
Uncharted,2022,"['Action', 'Adventure']",Ruben Fleischer,1h 56m,70.0,Released,English,"$120,000,000.00","$407,100,000.00"
Catwoman,2004,"['Action', 'Fantasy', 'Mystery', 'Crime']",Bob Kane,1h 44m,46.0,Released,English,"$100,000,000.00","$82,102,379.00"
WALL·E,2008,"['Animation', 'Family', 'Science Fiction']",Andrew Stanton,1h 38m,81.0,Released,English,"$180,000,000.00","$521,311,860.00"
Moonfall,2022,"['Science Fiction', 'Adventure', 'Action']",Roland Emmerich,2h 11m,64.0,Released,English,"$146,000,000.00","$67,295,363.00"
Cinderella,1950,"['Family', 'Fantasy', 'Animation', 'Romance']",Clyde Geronimi,1h 14m,70.0,Released,English,"$2,900,000.00","$263,600,000.00"
To Her,2017,"['Drama', 'Romance']",Yang Ho-yeol,1h 30m,58.0,Released,Korean,-,-
The Jester,2023,"['Horror', 'Thriller', 'Mystery']",Colin Krawchuk,1h 30m,45.0,Released,English,-,-
Se7en,1995,"['Crime', 'Mystery', 'Thriller']",David Fincher,2h 7m,84.0,Released,English,"$33,000,000.00","$327,311,859.00"
Jumanji: The Next Level,2019,"['Adventure', 'Comedy', 'Fantasy']",Jake Kasdan,2h 3m,69.0,Released,English,"$125,000,000.00","$801,693,929.00"
The Three Musketeers: D'Artagnan,2023,"['Adventure', 'Action', 'History', 'Drama']",Martin Bourboulon,2h 1m,71.0,Released,French,"$27,500,000.00","$31,165,459.00"
The Hobbit: The Desolation of Smaug,2013,"['Fantasy', 'Adventure', 'Action']",Peter Jackson,2h 41m,76.0,Released,English,"$250,000,000.00","$958,400,000.00"
Back to the Future,1985,"['Adventure', 'Comedy', 'Science Fiction']",Robert Zemeckis,1h 56m,83.0,Released,English,"$19,000,000.00","$381,109,762.00"
John Wick,2014,"['Action', 'Thriller']",Chad Stahelski,1h 41m,74.0,Released,English,"$20,000,000.00","$88,761,661.00"
Blue Giant,2023,"['Animation', 'Drama', 'Music']",Yuzuru Tachikawa,2h,86.0,Released,Japanese,-,-
Gridman Universe,2023,"['Animation', 'Action', 'Science Fiction']",Akira Amemiya,1h 58m,87.0,Released,Japanese,-,-
Guillermo del Toro's Pinocchio,2022,"['Animation', 'Fantasy', 'Drama', 'Family']",Guillermo del Toro,1h 57m,82.0,Released,English,"$35,000,000.00",-
Jurassic World,2015,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Colin Trevorrow,2h 4m,67.0,Released,English,"$150,000,000.00","$1,671,537,444.00"
The Twilight Saga: New Moon,2009,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Chris Weitz,2h 11m,60.0,Released,English,"$50,000,000.00","$709,827,462.00"
Toy Story 4,2019,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",Josh Cooley,1h 40m,75.0,Released,English,"$175,000,000.00","$1,073,395,000.00"
The Hobbit: An Unexpected Journey,2012,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,2h 49m,73.0,Released,English,"$250,000,000.00","$1,021,103,568.00"
The Secret Life of Pets 2,2019,"['Adventure', 'Animation', 'Comedy', 'Family']",Brian Lynch,1h 26m,70.0,Released,English,"$80,000,000.00","$429,434,163.00"
How the Grinch Stole Christmas!,1966,"['Animation', 'Family', 'Comedy']",Chuck Jones,26m,75.0,Released,English,"$315,000.00",-
Brave,2012,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",Brenda Chapman,1h 33m,70.0,Released,English,"$185,000,000.00","$538,983,207.00"
Dragon Ball Z: Battle of Gods,2013,"['Animation', 'Action', 'Science Fiction']",Akira Toriyama,1h 25m,68.0,Released,Japanese,-,"$50,461,371.00"
Predator,1987,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",John Thomas,1h 47m,75.0,Released,English,"$15,000,000.00","$98,267,558.00"
Beauty and the Beast,2017,"['Family', 'Fantasy', 'Romance']",Bill Condon,2h 9m,70.0,Released,English,"$160,000,000.00","$1,266,115,964.00"
Eternals,2021,"['Science Fiction', 'Action', 'Adventure']",Chloé Zhao,2h 36m,69.0,Released,English,"$200,000,000.00","$402,064,899.00"
Top Gun,1986,"['Drama', 'Action', 'Adventure']",Tony Scott,1h 50m,70.0,Released,English,"$15,000,000.00","$356,830,601.00"
Hitman: Agent 47,2015,"['Action', 'Crime', 'Thriller']",Skip Woods,1h 36m,58.0,Released,English,"$35,000,000.00","$81,967,450.00"
Mission: Impossible III,2006,"['Adventure', 'Action', 'Thriller']",J.J. Abrams,2h 6m,67.0,Released,English,"$150,000,000.00","$398,500,000.00"
Ice Age: Dawn of the Dinosaurs,2009,"['Animation', 'Comedy', 'Family', 'Adventure']",Carlos Saldanha,1h 34m,67.0,Released,English,"$90,000,000.00","$886,686,817.00"
The Dark Knight Rises,2012,"['Action', 'Crime', 'Drama', 'Thriller']",Christopher Nolan,2h 45m,78.0,Released,English,"$250,000,000.00","$1,081,041,287.00"
Dark Harvest,2023,"['Horror', 'Fantasy', 'Thriller']",David Slade,1h 36m,59.0,Released,English,-,-
Life of Pi,2012,"['Adventure', 'Drama']",Ang Lee,2h 7m,74.0,Released,English,"$120,000,000.00","$609,016,565.00"
The Hangover Part III,2013,['Comedy'],Todd Phillips,1h 40m,62.0,Released,English,"$103,000,000.00","$362,000,072.00"
King Arthur: Legend of the Sword,2017,"['Action', 'Drama', 'Fantasy']",Guy Ritchie,2h 6m,65.0,Released,English,"$175,000,000.00","$148,675,066.00"
Maze Runner: The Scorch Trials,2015,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",Wes Ball,2h 11m,67.0,Released,English,"$61,000,000.00","$312,296,056.00"
Scott Pilgrim vs. the World,2010,"['Action', 'Comedy', 'Romance']",Edgar Wright,1h 53m,75.0,Released,English,"$85,000,000.00","$48,000,000.00"
The Purge: Anarchy,2014,"['Horror', 'Thriller']",James DeMonaco,1h 44m,66.0,Released,English,"$9,000,000.00","$111,928,365.00"
Once Upon a Time… in Hollywood,2019,"['Comedy', 'Drama', 'Thriller']",Quentin Tarantino,2h 42m,74.0,Released,English,"$95,000,000.00","$374,300,000.00"
Corpse Bride,2005,"['Romance', 'Fantasy', 'Animation']",Tim Burton,1h 17m,75.0,Released,English,"$40,000,000.00","$118,100,000.00"
Parasite,2019,"['Comedy', 'Thriller', 'Drama']",Bong Joon-ho,2h 13m,85.0,Released,Korean,"$11,363,000.00","$257,591,776.00"
Puss in Boots,2011,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",Tom Wheeler,1h 30m,66.0,Released,English,"$130,000,000.00","$554,987,477.00"
The Mask,1994,"['Romance', 'Comedy', 'Crime', 'Fantasy']",Chuck Russell,1h 41m,69.0,Released,English,"$23,000,000.00","$351,583,407.00"
Schindler's List,1993,"['Drama', 'History', 'War']",Steven Spielberg,3h 15m,86.0,Released,English,"$22,000,000.00","$321,365,567.00"
The Hunger Games,2012,"['Science Fiction', 'Adventure', 'Fantasy']",Gary Ross,2h 22m,72.0,Released,English,"$75,000,000.00","$694,394,724.00"
Skinamarink,2023,"['Horror', 'Mystery']",Kyle Edward Ball,1h 40m,56.0,Released,English,"$15,000.00","$2,100,000.00"
The Conjuring,2013,"['Horror', 'Thriller']",James Wan,1h 52m,75.0,Released,English,"$13,000,000.00","$320,400,000.00"
Greenland,2020,"['Action', 'Thriller', 'Drama']",Ric Roman Waugh,2h,71.0,Released,English,"$34,000,000.00","$52,300,000.00"
World War Z,2013,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",Marc Forster,1h 56m,68.0,Released,English,"$200,000,000.00","$531,865,000.00"
Ghost in the Shell,2017,"['Science Fiction', 'Drama', 'Action']",Rupert Sanders,1h 47m,61.0,Released,English,"$110,000,000.00","$169,801,921.00"
The Predator,2018,"['Science Fiction', 'Action', 'Adventure']",Shane Black,1h 47m,56.0,Released,English,"$88,000,000.00","$160,542,134.00"
The Green Mile,1999,"['Fantasy', 'Drama', 'Crime']",Frank Darabont,3h 9m,85.0,Released,English,"$60,000,000.00","$286,801,374.00"
Resurrected,2023,"['Horror', 'Science Fiction']",Egor Baranov,1h 30m,67.0,Released,English,-,-
It's a Wonderful Life,1946,"['Drama', 'Family', 'Fantasy']",Frank Capra,2h 10m,83.0,Released,English,"$3,180,000.00","$9,644,124.00"
Mission: Impossible - Ghost Protocol,2011,"['Action', 'Thriller', 'Adventure']",Brad Bird,2h 13m,71.0,Released,English,"$145,000,000.00","$694,700,000.00"
Toy Story 3,2010,"['Animation', 'Family', 'Comedy']",Lee Unkrich,1h 43m,78.0,Released,English,"$200,000,000.00","$1,066,970,000.00"
Baby Driver,2017,"['Action', 'Crime']",Edgar Wright,1h 53m,75.0,Released,English,"$34,000,000.00","$226,945,087.00"
Piranha 3D,2010,"['Comedy', 'Horror']",Alexandre Aja,1h 28m,54.0,Released,English,"$24,000,000.00","$83,188,165.00"
Taken 3,2014,"['Thriller', 'Action']",Robert Mark Kamen,1h 49m,62.0,Released,English,"$48,000,000.00","$325,800,000.00"
Mean Girls,2004,['Comedy'],Mark Waters,1h 37m,72.0,Released,English,"$17,000,000.00","$130,126,277.00"
Creed,2015,"['Action', 'Drama']",Ryan Coogler,2h 13m,74.0,Released,English,"$37,000,000.00","$173,567,581.00"
Maleficent,2014,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",Robert Stromberg,1h 37m,71.0,Released,English,"$180,000,000.00","$758,539,785.00"
Totally Killer,2023,"['Comedy', 'Horror', 'Science Fiction']",Nahnatchka Khan,1h 45m,69.0,Released,English,-,-
The Lair of the White Worm,1988,"['Comedy', 'Horror']",Ken Russell,1h 33m,59.0,Released,English,"$2,500,000.00","$1,189,315.00"
GoodFellas,1990,"['Drama', 'Crime']",Martin Scorsese,2h 25m,85.0,Released,English,"$25,000,000.00","$46,835,000.00"
Superfast!,2015,"['Comedy', 'Action']",Aaron Seltzer,1h 39m,50.0,Released,English,"$20,000,000.00",-
Jungle Cruise,2021,"['Action', 'Adventure', 'Fantasy']",Jaume Collet-Serra,2h 7m,74.0,Released,English,"$200,000,000.00","$220,889,446.00"
Krampus: The Christmas Devil,2013,"['Horror', 'Action', 'Thriller']",Jason Hull,1h 23m,38.0,Released,English,"$7,525,000.00",-
Furiosa: A Mad Max Saga,2024,"['Action', 'Science Fiction', 'Thriller']",George Miller, -,0.0,Post Production,English,"$150,000,000.00",-
Bram Stoker's Dracula,1992,"['Romance', 'Horror']",Francis Ford Coppola,2h 8m,75.0,Released,English,"$40,000,000.00","$215,900,000.00"
The Ice Age Adventures of Buck Wild,2022,"['Animation', 'Comedy', 'Adventure', 'Family']",Jim Hecht,1h 22m,67.0,Released,English,-,-
Elf,2003,"['Comedy', 'Family', 'Fantasy']",Jon Favreau,1h 37m,66.0,Released,English,"$32,000,000.00","$225,097,437.00"
Transformers: The Last Knight,2017,"['Action', 'Adventure', 'Science Fiction']",Art Marcum,2h 34m,61.0,Released,English,"$217,000,000.00","$605,400,000.00"
Rambo: First Blood Part II,1985,"['Action', 'Adventure', 'Thriller', 'War']",David Morrell,1h 36m,66.0,Released,English,"$44,000,000.00","$300,400,432.00"
Home Alone 3,1997,"['Comedy', 'Family']",Raja Gosnell,1h 42m,53.0,Released,English,"$32,000,000.00","$79,082,515.00"
Black Clover: Sword of the Wizard King,2023,"['Animation', 'Fantasy', 'Action', 'Adventure']",Ayataka Tanemura,1h 53m,82.0,Released,Japanese,-,-
Justice League: Throne of Atlantis,2015,"['Science Fiction', 'Action', 'Animation', 'Adventure']",Bob Kane,1h 12m,70.0,Released,English,"$3,500,000.00",-
It Lives Inside,2023,"['Horror', 'Mystery']",Bishal Dutta,1h 39m,58.0,Released,English,-,"$4,800,000.00"
The Devil Wears Prada,2006,"['Comedy', 'Drama', 'Romance']",David Frankel,1h 49m,74.0,Released,English,"$35,000,000.00","$326,706,115.00"
Bullet Train,2022,"['Action', 'Comedy', 'Thriller']",David Leitch,2h 7m,75.0,Released,English,"$90,000,000.00","$239,268,602.00"
The SpongeBob SquarePants Movie,2004,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure']",Stephen Hillenburg,1h 27m,70.0,Released,English,"$30,000,000.00","$140,161,792.00"
Jack the Giant Slayer,2013,"['Fantasy', 'Action', 'Adventure', 'Family']",Darren Lemke,1h 54m,58.0,Released,English,"$195,000,000.00","$197,687,603.00"
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,"['Action', 'Crime']",Bruce Timm,1h 48m,70.0,Released,English,"$75,000,000.00","$205,372,791.00"
Men in Black 3,2012,"['Action', 'Comedy', 'Science Fiction']",Barry Sonnenfeld,1h 46m,65.0,Released,English,"$225,000,000.00","$624,026,776.00"
Wrong Turn,2021,"['Horror', 'Thriller', 'Drama']",Mike P. Nelson,1h 50m,60.0,Released,English,-,"$3,777,969.00"
Underwater,2020,"['Horror', 'Science Fiction', 'Action', 'Adventure']",Brian Duffield,1h 35m,63.0,Released,English,"$50,000,000.00","$40,882,928.00"
Incredibles 2,2018,"['Action', 'Adventure', 'Animation', 'Family']",Brad Bird,1h 58m,75.0,Released,English,"$200,000,000.00","$1,242,805,359.00"
Green Night,2023,['Drama'],Han Shuai,1h 32m,45.0,Released,Chinese,-,-
Sniper: The White Raven,2022,"['War', 'Action', 'Drama']",Marian Bushan,2h,76.0,Released,Ukrainian,"$1,000,000.00",-
It,2017,"['Horror', 'Fantasy']",Andy Muschietti,2h 15m,72.0,Released,English,"$40,000,000.00","$701,800,000.00"
The Evil Dead,1981,['Horror'],Sam Raimi,1h 25m,73.0,Released,English,"$350,000.00","$29,612,367.00"
The King's Man,2021,"['Action', 'Adventure', 'Thriller']",Matthew Vaughn,2h 11m,68.0,Released,English,"$100,000,000.00","$125,900,000.00"
Hidden Strike,2023,"['Action', 'Adventure', 'Thriller', 'Comedy']",Scott Waugh,1h 43m,70.0,Released,English,"$80,000,000.00",-
The Lego Batman Movie,2017,"['Animation', 'Action', 'Comedy', 'Family']",Seth Grahame-Smith,1h 44m,72.0,Released,English,"$80,000,000.00","$311,950,384.00"
Welcome al Norte,2023,['Comedy'],Gustavo Loza,1h 40m,84.0,Released,Spanish; Castilian,-,-
It Chapter Two,2019,"['Horror', 'Fantasy']",Andy Muschietti,2h 49m,69.0,Released,English,"$79,000,000.00","$473,100,000.00"
Urkel Saves Santa: The Movie!,2023,"['Animation', 'Family', 'Comedy']",Bryan Newton,1h 26m,53.0,Released,English,-,-
Below Her Mouth,2017,"['Drama', 'Romance']",April Mullen,1h 32m,68.0,Released,English,-,"$33,673.00"
Wrath of the Titans,2012,"['Fantasy', 'Adventure']",David Leslie Johnson-McGoldrick,1h 39m,57.0,Released,English,"$150,000,000.00","$301,970,083.00"
The Hangover Part II,2011,['Comedy'],Todd Phillips,1h 42m,65.0,Released,English,"$80,000,000.00","$586,764,305.00"
X-Men: Apocalypse,2016,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",Bryan Singer,2h 24m,65.0,Released,English,"$178,000,000.00","$543,934,787.00"
Chestnut: Hero of Central Park,2004,"['Family', 'Comedy']",Robert Vince,1h 27m,72.0,Released,English,$6.00,$10.00
Old,2021,"['Thriller', 'Mystery', 'Horror']",M. Night Shyamalan,1h 48m,64.0,Released,English,"$18,000,000.00","$90,146,510.00"
Van Helsing,2004,"['Horror', 'Adventure', 'Action']",Stephen Sommers,2h 12m,63.0,Released,English,"$160,000,000.00","$300,257,475.00"
Prince of Persia: The Sands of Time,2010,"['Adventure', 'Fantasy', 'Action']",Mike Newell,1h 56m,63.0,Released,English,"$200,000,000.00","$336,365,676.00"
300: Rise of an Empire,2014,"['Action', 'Drama', 'War']",Noam Murro,1h 42m,61.0,Released,English,"$110,000,000.00","$337,580,051.00"
Sleepy Hollow,1999,"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']",Tim Burton,1h 45m,72.0,Released,English,"$100,000,000.00","$206,100,000.00"
The Lion King II: Simba's Pride,1998,"['Family', 'Adventure', 'Animation', 'Action']",Linda Woolverton,1h 21m,69.0,Released,English,-,-
Doctor Strange,2016,"['Action', 'Adventure', 'Fantasy']",Scott Derrickson,1h 55m,74.0,Released,English,"$180,000,000.00","$676,343,174.00"
Ocho apellidos marroquís,2023,['Comedy'],Álvaro Fernández Armero, -,67.0,Released,Spanish; Castilian,-,-
Everything Everywhere All at Once,2022,"['Action', 'Adventure', 'Science Fiction']",Daniel Scheinert,2h 20m,78.0,Released,English,"$25,000,000.00","$139,200,000.00"
The Melodic Blue: Baby Keem,2023,"['Drama', 'Music']",Savannah Setten,20m,80.0,Released,English,-,-
Ted,2012,"['Comedy', 'Fantasy']",Seth MacFarlane,1h 47m,64.0,Released,English,"$50,000,000.00","$549,368,315.00"
Revenge Porn: PAIN OF LOVE,2019,"['Romance', 'Drama']",Daisuke Yamanouchi,1h 10m,40.0,Released,Japanese,-,-
Jingle All the Way,1996,"['Family', 'Comedy', 'Adventure']",Brian Levant,1h 29m,60.0,Released,English,"$60,000,000.00","$129,800,000.00"
Gremlins 2: The New Batch,1990,"['Comedy', 'Horror', 'Fantasy']",Chris Columbus,1h 46m,64.0,Released,English,"$50,000,000.00","$41,482,207.00"
Love Actually,2003,"['Comedy', 'Romance', 'Drama']",Richard Curtis,2h 15m,71.0,Released,English,"$40,000,000.00","$248,500,000.00"
The Engineer,2023,"['Action', 'Thriller']",Danny A. Abeckaser,1h 33m,66.0,Released,English,-,-
The Change-Up,2011,['Comedy'],David Dobkin,1h 52m,61.0,Released,English,"$52,000,000.00","$75,450,437.00"
War of the Worlds : The Attack,2023,"['Science Fiction', 'Mystery', 'Thriller']",Junaid Syed,1h 27m,52.0,Released,English,-,-
The Equalizer 2,2018,"['Action', 'Thriller', 'Crime']",Richard Lindheim,2h 1m,67.0,Released,English,"$62,000,000.00","$190,400,157.00"
Sakra,2023,"['Action', 'Drama']",Kam Ka-Wai,2h 10m,66.0,Released,Cantonese,-,"$159,959.00"
The Incredible Hulk,2008,"['Science Fiction', 'Action', 'Adventure']",Jack Kirby,1h 54m,62.0,Released,English,"$150,000,000.00","$163,712,074.00"
Tomorrowland,2015,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",Brad Bird,2h 10m,63.0,Released,English,"$190,000,000.00","$209,154,322.00"
Nope,2022,"['Horror', 'Science Fiction', 'Mystery']",Jordan Peele,2h 10m,69.0,Released,English,"$68,000,000.00","$170,823,080.00"
Kingdom of the Planet of the Apes,2024,"['Action', 'Science Fiction']",Amanda Silver, -,0.0,Post Production,English,-,-
Divergent,2014,"['Action', 'Adventure', 'Science Fiction']",Neil Burger,2h 19m,69.0,Released,English,"$85,000,000.00","$288,885,818.00"
Paprika,2006,"['Animation', 'Mystery', 'Science Fiction', 'Thriller']",Satoshi Kon,1h 30m,78.0,Released,Japanese,-,"$946,590.00"
The Martian,2015,"['Drama', 'Adventure', 'Science Fiction']",Ridley Scott,2h 21m,77.0,Released,English,"$108,000,000.00","$630,600,000.00"
Hachi: A Dog's Tale,2009,"['Drama', 'Family']",Lasse Hallström,1h 33m,80.0,Released,English,"$16,000,000.00","$46,749,646.00"
Kung Fu Panda 4,2024,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Mike Mitchell, -,0.0,In Production,English,-,-
Godland,2022,['Drama'],Hlynur Pálmason,2h 23m,70.0,Released,Danish,"$5,000,000.00","$60,115.00"
Gifted,2017,"['Drama', 'Comedy']",Marc Webb,1h 41m,80.0,Released,English,"$7,000,000.00","$40,300,000.00"
Real Steel,2011,"['Action', 'Science Fiction', 'Drama']",Shawn Levy,2h 7m,70.0,Released,English,"$110,000,000.00","$299,268,508.00"
Dragon Ball Z: Bardock - The Father of Goku,1990,"['Animation', 'Action', 'Science Fiction', 'Drama', 'Fantasy']",Mitsuo Hashimoto,48m,75.0,Released,Japanese,-,-
Lost in Translation,2003,"['Drama', 'Romance']",Sofia Coppola,1h 42m,74.0,Released,English,"$4,000,000.00","$119,723,856.00"
Creed II,2018,"['Drama', 'Action']",Sylvester Stallone,2h 10m,70.0,Released,English,"$50,000,000.00","$214,215,889.00"
The Fifth Element,1997,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",Luc Besson,2h 6m,75.0,Released,English,"$90,000,000.00","$263,920,180.00"
The Karate Kid,2010,"['Action', 'Adventure', 'Drama', 'Family']",Harald Zwart,2h 20m,65.0,Released,English,"$40,000,000.00","$359,126,022.00"
The Meg,2018,"['Action', 'Science Fiction', 'Horror']",Jon Turteltaub,1h 53m,63.0,Released,English,"$150,000,000.00","$530,517,320.00"
